segment_id,kind,start_x,end_x,start_z,end_z,point_count,line_length,line_angle_deg,line_mse,slope_std,circle_center_x,circle_center_z,circle_radius,circle_mse,arc_angle_rad,arc_length
1,arc,0.0,0.799852,0.087872,-0.373399,297,0.924593,-30.107501,1.7e-05,0.058624,4.839193,7.507762,8.856667,0.0,0.104292,0.923683
2,arc,0.799852,1.750899,-0.373399,-0.77421,356,1.032337,-22.889528,3e-05,0.062865,4.313321,6.611684,7.81983,1e-06,0.1321,1.033002
3,arc,1.750899,3.092303,-0.77421,-1.073718,507,1.373725,-12.453421,0.000139,0.075396,3.740177,5.028101,6.135011,0.0,0.224503,1.37733
4,arc,3.092303,4.403236,-1.073718,-1.034024,502,1.311489,1.668342,0.000183,0.083261,3.610159,3.670648,4.770646,0.0,0.275723,1.315379
5,arc,4.403236,5.343639,-1.034024,-0.755069,365,0.980613,16.46456,8.7e-05,0.077312,3.730171,2.962877,4.05271,0.0,0.24261,0.983229
6,arc,5.343639,6.459731,-0.755069,0.015224,440,1.351325,34.317676,0.00057,0.167998,3.943437,2.469206,3.514305,0.0,0.388239,1.364391
7,arc,6.459731,7.398007,0.015224,1.642621,384,1.829695,59.149205,0.004661,0.603738,3.717719,2.663214,3.812231,1e-06,0.49744,1.896358
8,arc,7.398007,8.163315,1.642621,1.912562,295,0.79493,15.690637,0.000372,0.3271,8.089969,0.704548,1.184406,9e-05,0.696187,0.824567
9,line,8.163315,9.425872,1.912562,2.132442,483,1.282192,10.039852,8e-06,0.074293,9.345881,-1.097164,3.183031,0.000364,0.399147,1.270496
10,arc,9.425872,10.198798,2.132442,1.944232,292,0.778872,-7.084396,0.001533,0.586714,9.74416,1.556305,0.629627,0.000106,1.369133,0.862043
11,arc,10.198798,11.035354,1.944232,0.038427,292,2.09121,-66.419663,4.3e-05,0.39545,-28.459997,-16.069601,42.642966,8e-06,0.048803,2.081098
12,arc,11.035354,11.983019,0.038427,-0.299245,356,0.963987,-10.558378,0.005948,0.762778,11.583659,0.174515,0.570673,0.000402,2.027906,1.157271
13,arc,11.983019,12.764413,-0.299245,0.270943,306,0.88008,27.393543,0.006079,1.083833,12.564541,-0.300263,0.562743,0.000587,1.905642,1.072386
14,arc,12.764413,13.716879,0.270943,-1.411206,338,2.016996,-61.821494,0.010516,0.784591,11.231583,-1.549017,2.391121,0.001257,0.815435,1.949803
