x,z_corrected
0.0,0.090055
0.00181,0.0894
0.00341,0.088873
0.005205,0.087775
0.007,0.086117
0.008575,0.084768
0.010365,0.083242
0.012348,0.081991
0.013849,0.080789
0.015808,0.079579
0.017613,0.078032
0.019292,0.07687
0.021033,0.075893
0.022996,0.074847
0.024546,0.073669
0.026332,0.072615
0.02827,0.071334
0.029826,0.070213
0.031621,0.06919
0.033564,0.068185
0.03514,0.066949
0.03691,0.065835
0.038824,0.064857
0.040424,0.06369
0.042199,0.062671
0.044123,0.061336
0.045683,0.060275
0.047528,0.059327
0.049407,0.058112
0.050967,0.057081
0.052837,0.055928
0.054681,0.054554
0.056252,0.0536
0.058141,0.052493
0.059961,0.05116
0.061556,0.050234
0.063435,0.049244
0.065235,0.047948
0.066835,0.047049
0.068719,0.045551
0.070504,0.044365
0.072144,0.043535
0.074013,0.042314
0.075789,0.041165
0.077448,0.040056
0.079288,0.03863
0.081078,0.037509
0.082747,0.036448
0.084582,0.035009
0.086367,0.03389
0.088046,0.033101
0.089881,0.032185
0.091656,0.031134
0.093321,0.030403
0.095131,0.029105
0.096946,0.028076
0.098595,0.02717
0.100395,0.025817
0.10222,0.024735
0.103874,0.023743
0.105689,0.022443
0.107514,0.021439
0.109164,0.020225
0.110954,0.018968
0.112803,0.017901
0.114458,0.016664
0.116248,0.015568
0.117903,0.014761
0.119732,0.013618
0.121518,0.012532
0.123182,0.011673
0.124992,0.010375
0.126792,0.009379
0.128466,0.008254
0.130261,0.00703
0.132086,0.005916
0.133751,0.004555
0.135536,0.003369
0.137395,0.002323
0.13905,0.001061
0.140825,-5.5e-05
0.1427,-0.001301
0.144334,-0.002508
0.146139,-0.003569
0.148014,-0.004713
0.149619,-0.005758
0.151458,-0.006695
0.153293,-0.007968
0.154888,-0.009071
0.156733,-0.01005
0.158578,-0.01138
0.160183,-0.012372
0.162032,-0.013647
0.163852,-0.014986
0.165457,-0.015931
0.167327,-0.016857
0.169146,-0.018008
0.170741,-0.019595
0.172601,-0.021144
0.174416,-0.022362
0.176056,-0.023274
0.17794,-0.024055
0.17973,-0.025119
0.18135,-0.025942
0.18319,-0.02677
0.18498,-0.027958
0.186605,-0.029402
0.188454,-0.030954
0.190274,-0.032187
0.191919,-0.03308
0.193784,-0.033855
0.195569,-0.034867
0.197179,-0.035713
0.199033,-0.036478
0.200818,-0.03763
0.202443,-0.038528
0.204283,-0.03995
0.206083,-0.041049
0.207738,-0.041856
0.209567,-0.042858
0.211353,-0.044045
0.212997,-0.044876
0.214842,-0.046059
0.216637,-0.047145
0.218287,-0.04795
0.220107,-0.049195
0.221922,-0.050196
0.223566,-0.050867
0.225361,-0.052029
0.227181,-0.052987
0.228826,-0.054075
0.230611,-0.055296
0.232456,-0.056244
0.234105,-0.057409
0.235891,-0.058665
0.23774,-0.059646
0.239395,-0.060294
0.24118,-0.060842
0.242975,-0.061464
0.2446,-0.062182
0.2464,-0.0634
0.248225,-0.064352
0.24986,-0.065208
0.25166,-0.06642
0.253494,-0.067428
0.255129,-0.068359
0.256939,-0.069796
0.258764,-0.071228
0.260409,-0.072528
0.262254,-0.073803
0.264093,-0.074816
0.265738,-0.075514
0.267543,-0.076856
0.269353,-0.077918
0.271003,-0.07873
0.272813,-0.080029
0.274623,-0.081056
0.276282,-0.081966
0.278087,-0.083263
0.279912,-0.084267
0.281562,-0.085459
0.283372,-0.08662
0.285212,-0.087619
0.286847,-0.088797
