x,z_corrected
0.0,-0.032599
0.001691,-0.032382
0.003521,-0.031924
0.00514,-0.031091
0.006819,-0.030101
0.008994,-0.028951
0.010667,-0.028048
0.012413,-0.028294
0.014431,-0.028254
0.015995,-0.027789
0.018146,-0.027773
0.019758,-0.027363
0.021431,-0.026547
0.023552,-0.026053
0.025201,-0.025527
0.026832,-0.024812
0.028916,-0.024678
0.030644,-0.024217
0.032299,-0.023278
0.034371,-0.023042
0.036074,-0.022641
0.037747,-0.022356
0.039796,-0.022249
0.041517,-0.021786
0.043384,-0.021297
0.045269,-0.021265
0.046978,-0.020844
0.048845,-0.020927
0.050718,-0.020857
0.052415,-0.02039
0.054282,-0.020169
0.0561,-0.020048
0.057803,-0.019614
0.059718,-0.018625
0.061555,-0.018233
0.063246,-0.017796
0.065167,-0.017778
0.066998,-0.017625
0.068901,-0.017031
0.070622,-0.016929
0.072404,-0.016731
0.074301,-0.016261
0.076035,-0.015594
0.077805,-0.015366
0.079678,-0.014768
0.081393,-0.014166
0.083151,-0.013891
0.08503,-0.013295
0.086764,-0.012282
0.088552,-0.011593
0.090449,-0.011003
0.092128,-0.01032
0.093868,-0.010109
0.095813,-0.009528
0.097517,-0.008692
0.099468,-0.007489
0.10122,-0.007154
0.102984,-0.006555
0.104881,-0.006024
0.106554,-0.005909
0.108342,-0.005686
0.110288,-0.005232
0.11201,-0.004374
0.113822,-0.003858
0.115798,-0.003615
0.117561,-0.003866
0.119379,-0.00408
0.121313,-0.004499
0.123053,-0.004616
0.125083,-0.004548
0.126702,-0.004657
0.128363,-0.004754
0.130387,-0.004566
0.132054,-0.004
0.133698,-0.002948
0.135722,-0.001595
0.137467,-0.001053
0.139153,-0.000117
0.141177,0.000501
0.142886,0.000876
0.14465,0.001214
0.146638,0.001377
0.148306,0.00164
0.150287,0.001624
0.152063,0.00191
0.153773,0.002558
0.155839,0.002338
0.157627,0.001596
0.159439,0.00074
0.161475,7.6e-05
0.163149,-0.000237
0.164937,-0.000309
0.166907,-3e-05
0.168574,0.000545
0.170344,0.000544
0.172326,0.000895
0.174005,0.001611
0.175769,0.00181
0.177763,0.002123
0.179485,0.002767
0.181461,0.002806
0.1832,0.003092
0.184898,0.003371
0.186819,0.003506
0.188559,0.003888
0.190299,0.004596
0.192245,0.00565
0.194009,0.006101
0.195803,0.006401
0.197778,0.006075
0.199494,0.005869
0.201258,0.005845
0.203258,0.006126
0.20498,0.006277
0.206931,0.006156
0.208707,0.006355
0.210399,0.006868
0.212333,0.006845
0.214115,0.007076
0.215812,0.007674
0.21771,0.008193
0.219462,0.00845
0.221178,0.009001
0.223075,0.010058
0.224845,0.01076
0.226591,0.011243
0.228519,0.012163
0.230307,0.012384
0.232246,0.012786
0.234028,0.012751
0.235792,0.012889
0.237708,0.012752
0.239472,0.012773
0.241218,0.013063
0.243152,0.0136
0.244934,0.013697
0.246685,0.014113
0.248595,0.01411
0.250365,0.014211
0.252105,0.014576
0.253991,0.015162
0.255767,0.015296
0.257542,0.015708
0.259458,0.016444
0.26121,0.016424
0.263162,0.016715
0.264884,0.017264
0.266636,0.017391
0.268576,0.017736
0.270273,0.018355
0.272019,0.018546
0.273989,0.018953
0.275741,0.01966
0.277529,0.02002
0.279523,0.019909
0.281227,0.019587
0.282937,0.019503
0.284919,0.019703
0.286653,0.020203
0.28855,0.020969
0.290338,0.021064
0.292078,0.021484
0.294,0.022215
0.295764,0.022327
0.297498,0.022719
0.29942,0.023243
0.30119,0.023494
0.302918,0.02389
0.304828,0.024347
0.306598,0.024574
0.308356,0.024962
0.310278,0.025633
0.312054,0.025663
0.313981,0.026025
0.315709,0.0263
0.317485,0.026433
0.319413,0.026893
0.321153,0.027305
0.322911,0.027509
0.324821,0.027916
0.326543,0.028318
0.328301,0.028593
0.330223,0.029089
0.331969,0.029947
0.333745,0.030218
0.335673,0.030678
0.337425,0.030779
0.339165,0.031016
0.341087,0.031466
0.342845,0.031774
0.344779,0.032228
0.346513,0.032735
0.348265,0.032942
0.350193,0.033327
0.351933,0.033872
0.353703,0.0341
0.355637,0.034621
0.357371,0.034785
