Date,portfolio_value,cash,gold_oz,bitcoin,target_gold_weight,target_bitcoin_weight
2016-09-11,980.3999999999999,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-12,961.5141317461593,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-13,963.4846939596234,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-14,960.1741494410038,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-15,962.633411083407,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-16,960.6313198745274,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-17,957.3680688490307,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-18,964.5251508083327,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-19,962.3338856269605,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-20,959.9219174776803,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-21,944.5042387195366,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-22,942.2026220542105,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-23,936.9372798198343,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-24,952.3864875733933,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-25,949.0128850639427,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-26,944.6618836966138,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-27,955.6655030965977,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-28,955.208332663074,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-29,952.3391940802702,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-09-30,961.0727258103434,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-01,969.6328480656318,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-02,966.7321804874125,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-03,964.9507922464409,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-04,961.4353092576208,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-05,957.5887718169387,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-06,965.3133756937183,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-07,973.4005630177753,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-08,969.5067320839701,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-09,970.941301375372,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-10,973.9207914421297,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-11,969.5540255770932,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-12,1001.461368937505,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-13,1002.9589962197377,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-14,999.9006836644413,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-15,1006.080366765865,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-16,1011.5664119681492,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-17,1007.7041100297595,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-18,1003.4792246440923,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-19,992.3810182578621,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-20,989.969050108582,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-21,996.5901391458215,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-22,1033.731295745194,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-23,1030.215812756374,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-24,1027.2836161827395,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-25,1033.463299284163,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-26,1027.3782031689857,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-27,1075.8855626156196,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-28,1084.492978364031,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-29,1081.7026622697658,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-30,1100.7619399983914,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-10-31,1107.0677390814767,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-01,1099.2012547253275,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-02,1156.4579103997426,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-03,1082.1125392101662,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-04,1078.2029437786537,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-05,1111.4660339419288,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-06,1122.8322367891901,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-07,1119.6162792568166,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-08,1118.0555939837527,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-09,1136.9099332421779,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-10,1137.8085096115178,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-11,1128.270988498351,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-12,1109.7634681894956,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-13,1107.5091450172927,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-14,1114.098705059117,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-15,1121.1139065390494,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-16,1122.4065953510817,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-17,1162.1804230676426,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-18,1178.827732646988,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-19,1181.129349312314,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-20,1149.7264698785489,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-21,1164.6554492077535,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-22,1162.19618756535,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-23,1169.5424434971446,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-24,1162.9528834553207,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-25,1160.0995093702245,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-26,1156.9939033218047,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-27,1147.9923751307006,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-28,1146.9676827796989,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-29,1155.4805115418644,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-11-30,1171.2134802541623,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-01,1170.2045524008686,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-02,1218.0970964369017,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-03,1205.3278532936538,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-04,1203.183881605405,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-05,1190.036290517172,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-06,1193.1734255610068,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-07,1196.909611517735,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-08,1213.8249175581113,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-09,1214.2978524893429,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-10,1212.8159897048176,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-11,1225.3014718893269,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-12,1225.3014718893269,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-13,1226.8621571623903,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-14,1221.9751628729991,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-15,1224.907359446634,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-16,1223.535848146063,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-17,1243.7459342073516,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-18,1243.2729992761201,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-19,1243.698640714228,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-20,1250.6665487010378,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-21,1299.7256655674414,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-22,1316.688265100941,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-23,1421.2699428939113,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-24,1405.9783801174294,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-25,1407.5390653904929,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-26,1414.9956728062416,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-27,1467.0815732325264,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-28,1467.0342797394032,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-29,1519.120180165688,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-30,1501.4166492399258,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2016-12-31,1510.8280543714309,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-01,1573.2554652939757,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-02,1602.0256736105525,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-03,1598.0057266950857,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-04,1776.6805437143084,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-05,1568.4472934931232,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-06,1576.2980133515644,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-07,1414.2074479208559,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-08,1432.0370948282794,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-09,1435.741751789592,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-10,1428.7423148073672,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-11,1238.2598890050672,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-12,1231.4811549907504,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-13,1303.0046810906456,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-14,1289.7940320115817,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-15,1292.3794096356469,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-16,1309.641534625593,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-17,1425.258360813963,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-18,1429.6093621812915,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-19,1412.581931150969,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-20,1409.1487585458053,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-21,1412.3314726936378,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-22,1448.5324740609667,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-23,1454.0027350599212,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-24,1450.6864956165045,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-25,1408.241570819593,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-26,1444.3590203490708,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-27,1442.9303627443092,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-28,1451.226035550551,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-29,1444.3223678919003,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-30,1438.4217163999033,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-01-31,1521.2106707954636,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-02-01,1544.8539491675378,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-02-02,1550.7122335719455,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-02-03,1597.3861819351723,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-02-04,1625.7187882892304,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-02-05,1630.5594144615134,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-02-06,1614.7062414541947,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
2017-02-07,1655.8456687846856,0.39999999999997726,0.0,1.5764497707713343,0.0,0.98
