point_id,x,y,distance_to_fit_center
1,7.096635,-0.136099,7.364374
2,7.064179,0.882873,7.398781
3,6.841322,1.752407,7.3489
4,6.513061,2.702198,7.34075
5,6.115833,3.687152,7.427458
6,5.635024,4.394017,7.424789
7,4.889024,5.089603,7.323028
8,4.236041,5.654424,7.315138
9,3.402294,6.277148,7.36637
10,2.556439,6.680204,7.35401
11,1.620191,6.902813,7.262403
12,0.650165,7.262214,7.42905
13,-0.370799,7.217425,7.328068
14,-1.205944,7.118793,7.289346
15,-2.178836,6.883873,7.250212
16,-3.018366,6.626723,7.276574
17,-3.96809,6.281787,7.385582
18,-4.716889,5.850113,7.437561
19,-5.482863,5.071864,7.351793
20,-5.966832,4.385599,7.258778
21,-6.679052,3.540045,7.377517
22,-7.089758,2.796874,7.415525
23,-7.343604,1.696036,7.302739
24,-7.588529,0.740199,7.37003
25,-7.713115,-0.191381,7.445868
26,-7.597439,-1.181927,7.407726
27,-7.380768,-1.97696,7.354025
28,-6.983471,-2.925256,7.28202
29,-6.764978,-3.709109,7.427577
30,-6.198815,-4.504879,7.381999
31,-5.45093,-5.284533,7.32411
32,-4.699729,-5.984971,7.359294
33,-3.97146,-6.496603,7.38293
34,-3.107068,-6.911147,7.370127
35,-2.340403,-7.161918,7.350295
36,-1.137324,-7.351417,7.293529
37,-0.351603,-7.504659,7.395217
38,0.708895,-7.278644,7.23494
39,1.596114,-7.110096,7.244051
40,2.499303,-6.91581,7.346866
41,3.451113,-6.478717,7.375034
42,4.159557,-5.977503,7.350448
43,5.013295,-5.283836,7.393123
44,5.542405,-4.617334,7.353505
45,6.025432,-3.767129,7.278641
46,6.568005,-2.837653,7.359843
47,6.820489,-1.984578,7.331894
48,7.132858,-1.145481,7.472653
