sample,true_label,cluster,pc1,pc2,pred_prob_1
1,1,1,1.833399,4.214462,0.999997
2,0,1,1.072183,0.691218,0.624969
3,1,1,1.109825,0.765521,0.662999
4,0,1,1.344067,-1.112214,0.663105
5,0,1,1.340938,-1.090533,0.662626
6,0,1,1.337808,-1.068852,0.662147
7,0,1,1.406661,-1.545834,0.67261
8,0,1,1.09955,0.661716,0.620125
9,1,1,1.141555,0.547834,0.687817
10,0,1,1.346797,-1.051082,0.659115
11,0,1,1.343667,-1.029401,0.658633
12,1,1,1.094577,0.791113,0.665059
13,0,1,1.340537,-1.00772,0.658151
14,1,1,1.332015,-0.94443,0.696837
15,1,1,1.319463,-0.939643,0.679579
16,1,1,1.325755,-0.901069,0.695931
17,1,1,1.322626,-0.879388,0.695477
18,1,1,1.319496,-0.857707,0.695023
19,1,1,1.347329,-0.806149,0.724478
20,1,1,2.478369,1.22693,0.999967
21,1,1,1.335164,-0.795509,0.696558
22,0,1,1.081172,0.708988,0.621794
23,0,1,1.083901,0.770121,0.617598
24,0,1,1.078462,0.818458,0.625162
25,1,1,1.329338,-0.753024,0.714736
26,1,1,1.316786,-0.748237,0.698056
27,1,1,1.323078,-0.709662,0.713861
28,0,1,1.10268,0.640035,0.620629
29,1,1,1.322645,-0.708785,0.694744
30,1,1,1.319516,-0.687104,0.694289
31,1,1,1.33523,-0.631636,0.726056
32,1,1,1.09774,0.851368,0.68134
33,1,1,1.329404,-0.589151,0.743118
34,1,1,1.288586,-0.635045,0.678503
35,1,1,1.285456,-0.613364,0.678035
36,1,1,1.320015,-0.524108,0.741889
37,1,1,1.279197,-0.570002,0.677099
38,1,1,1.276067,-0.548321,0.676631
39,1,1,1.272937,-0.52664,0.676162
40,1,1,1.269808,-0.504959,0.675692
41,1,1,2.397331,1.543949,0.99996
42,1,1,1.301237,-0.394023,0.739419
43,1,1,1.281959,-0.426933,0.688804
44,1,1,1.082058,0.877837,0.663147
45,1,1,1.278829,-0.405252,0.688345
46,1,1,1.2757,-0.383571,0.687885
47,1,1,1.27257,-0.36189,0.687425
48,1,1,1.26944,-0.340209,0.686964
49,1,1,2.406386,1.725592,0.999965
50,1,1,2.667075,2.220293,0.999996
51,1,1,2.663946,2.241974,0.999996
52,1,1,1.244803,-0.249574,0.687568
53,1,1,1.241673,-0.227893,0.687107
54,1,1,1.091047,0.895607,0.66012
55,1,1,1.238543,-0.206212,0.686646
56,1,1,2.224735,1.589292,0.999877
57,0,1,1.21344,-0.196638,0.651038
58,0,1,1.21031,-0.174957,0.650551
59,1,1,2.363711,1.876081,0.999957
60,1,1,3.136441,3.971089,0.999999
61,1,0,-1.2138,1.626793,0.325503
62,1,0,-1.617267,0.638592,0.313169
63,0,0,-0.694912,-1.338951,0.247976
64,1,0,-0.875858,-1.145323,0.415551
65,1,0,-0.829702,-1.273474,0.414486
66,1,0,-0.866213,-1.22973,0.438174
67,0,0,-1.152466,0.473206,0.267407
68,1,0,-1.214276,0.58382,0.344249
69,0,0,-0.674622,-1.409027,0.218531
70,0,0,-1.80733,0.620229,0.340115
71,0,0,-2.150837,1.89303,0.358653
72,0,0,-0.667812,-1.420179,0.194333
73,0,0,-0.655587,-1.368554,0.186597
74,1,0,-1.65284,0.689664,0.334852
75,0,0,-0.682801,-1.328464,0.197181
76,1,0,-1.159786,0.29016,0.460603
77,1,0,-0.994554,-0.550918,0.469437
78,1,0,-1.052758,-0.608836,0.377319
