x,observed_y,predicted_y,residual
11.0,50.0,1210.250326,-1160.250326
12.0,100.0,1220.04433,-1120.04433
13.0,150.0,1229.792402,-1079.792402
14.0,200.0,1239.49454,-1039.49454
15.0,250.0,1249.150744,-999.150744
16.0,300.0,1258.761016,-958.761016
17.0,350.0,1268.325354,-918.325354
18.0,400.0,1277.843759,-877.843759
19.0,450.0,1287.316231,-837.316231
20.0,500.0,1296.742769,-796.742769
21.0,550.0,1306.123374,-756.123374
22.0,600.0,1315.458047,-715.458047
23.0,650.0,1324.746785,-674.746785
24.0,700.0,1333.989591,-633.989591
25.0,750.0,1343.186463,-593.186463
26.0,800.0,1352.337402,-552.337402
27.0,850.0,1361.442408,-511.442408
28.0,900.0,1370.501481,-470.501481
29.0,950.0,1379.51462,-429.51462
30.0,1000.0,1388.481826,-388.481826
31.0,1050.0,1397.403099,-347.403099
32.0,1100.0,1406.278439,-306.278439
33.0,1150.0,1415.107845,-265.107845
34.0,1200.0,1423.891318,-223.891318
35.0,1250.0,1432.628858,-182.628858
36.0,1300.0,1441.320465,-141.320465
37.0,1350.0,1449.966138,-99.966138
38.0,1400.0,1458.565879,-58.565879
39.0,1450.0,1467.119686,-17.119686
40.0,1500.0,1475.627559,24.372441
41.0,1550.0,1484.0895,65.9105
42.0,1600.0,1492.505507,107.494493
43.0,1650.0,1500.875581,149.124419
44.0,1700.0,1509.199722,190.800278
45.0,1750.0,1517.477929,232.522071
46.0,1800.0,1525.710204,274.289796
47.0,1850.0,1533.896545,316.103455
48.0,1900.0,1542.036953,357.963047
49.0,1950.0,1550.131427,399.868573
50.0,2000.0,1558.179969,441.820031
51.0,2050.0,1566.182577,483.817423
52.0,2053.83,1574.139252,479.690748
53.0,2103.83,1582.049993,521.780007
54.0,2105.06,1589.914802,515.145198
55.0,2155.06,1597.733677,557.326323
56.0,2205.06,1605.506619,599.553381
57.0,2255.06,1613.233627,641.826373
58.0,2305.06,1620.914703,684.145297
59.0,2355.06,1628.549845,726.510155
60.0,2404.98,1636.139054,768.840946
61.0,2406.83,1643.68233,763.14767
62.0,2456.83,1651.179672,805.650328
63.0,2506.83,1658.631081,848.198919
64.0,2556.83,1666.036557,890.793443
65.0,2606.83,1673.3961,933.4339
66.0,2656.83,1680.70971,976.12029
67.0,2706.83,1687.977386,1018.852614
68.0,2756.83,1695.199129,1061.630871
69.0,2806.83,1702.374939,1104.455061
70.0,2856.83,1709.504816,1147.325184
71.0,2906.83,1716.588759,1190.241241
72.0,2906.91,1723.626769,1183.283231
73.0,2956.91,1730.618846,1226.291154
74.0,3006.91,1737.564989,1269.345011
75.0,3056.91,1744.4652,1312.4448
76.0,3106.91,1751.319477,1355.590523
77.0,3156.91,1758.127821,1398.782179
78.0,3206.91,1764.890232,1442.019768
79.0,3256.91,1771.606709,1485.303291
80.0,3306.91,1778.277253,1528.632747
81.0,3356.91,1784.901864,1572.008136
82.0,3406.91,1791.480542,1615.429458
83.0,3456.91,1798.013286,1658.896714
84.0,3506.91,1804.500098,1702.409902
85.0,3556.91,1810.940976,1745.969024
86.0,3606.91,1817.33592,1789.57408
87.0,3656.91,1823.684932,1833.225068
88.0,3706.91,1829.98801,1876.92199
111.0,52.72,1962.281237,-1909.561237
112.0,102.72,1967.481918,-1864.761918
113.0,152.72,1972.636665,-1819.916665
114.0,202.72,1977.745479,-1775.025479
115.0,252.72,1982.80836,-1730.08836
116.0,302.72,1987.825307,-1685.105307
117.0,352.72,1992.796322,-1640.076322
118.0,402.72,1997.721403,-1595.001403
119.0,452.72,2002.600551,-1549.880551
120.0,502.72,2007.433765,-1504.713765
121.0,552.72,2012.221047,-1459.501047
122.0,602.72,2016.962395,-1414.242395
123.0,652.72,2021.65781,-1368.93781
124.0,702.72,2026.307292,-1323.587292
125.0,752.72,2030.91084,-1278.19084
126.0,802.72,2035.468455,-1232.748455
127.0,852.72,2039.980137,-1187.260137
128.0,902.72,2044.445886,-1141.725886
129.0,952.72,2048.865702,-1096.145702
130.0,1002.72,2053.239584,-1050.519584
131.0,1052.72,2057.567533,-1004.847533
132.0,1102.72,2061.849549,-959.129549
133.0,1152.72,2066.085631,-913.365631
134.0,1202.72,2070.27578,-867.55578
135.0,1252.72,2074.419997,-821.699997
136.0,1302.72,2078.518279,-775.798279
137.0,1352.72,2082.570629,-729.850629
138.0,1402.72,2086.577045,-683.857045
139.0,1452.72,2090.537528,-637.817528
140.0,1502.72,2094.452078,-591.732078
141.0,1552.72,2098.320695,-545.600695
142.0,1602.72,2102.143378,-499.423378
143.0,1652.72,2105.920129,-453.200129
144.0,1702.72,2109.650946,-406.930946
145.0,1752.72,2113.335829,-360.615829
146.0,1802.72,2116.97478,-314.25478
147.0,1852.72,2120.567797,-267.847797
148.0,1902.72,2124.114881,-221.394881
149.0,1952.72,2127.616032,-174.896032
150.0,2002.72,2131.071249,-128.351249
151.0,2052.72,2134.480533,-81.760533
152.0,2102.72,2137.843884,-35.123884
153.0,2152.72,2141.161302,11.558698
154.0,2202.72,2144.432787,58.287213
155.0,2252.72,2147.658338,105.061662
156.0,2302.72,2150.837956,151.882044
157.0,2352.72,2153.971641,198.748359
158.0,2402.72,2157.059392,245.660608
159.0,2452.72,2160.101211,292.618789
160.0,2502.72,2163.097096,339.622904
161.0,2552.72,2166.047048,386.672952
162.0,2602.72,2168.951066,433.768934
163.0,2652.72,2171.809152,480.910848
164.0,2702.72,2174.621304,528.098696
165.0,2752.72,2177.387523,575.332477
166.0,2802.72,2180.107809,622.612191
167.0,2852.72,2182.782161,669.937839
168.0,2902.72,2185.41058,717.30942
169.0,2952.72,2187.993066,764.726934
170.0,3002.72,2190.529619,812.190381
171.0,3052.72,2193.020238,859.699762
172.0,3102.72,2195.464925,907.255075
173.0,3152.72,2197.863678,954.856322
174.0,3202.72,2200.216497,1002.503503
175.0,3252.72,2202.523384,1050.196616
176.0,3302.72,2204.784337,1097.935663
177.0,3352.72,2206.999357,1145.720643
178.0,3402.72,2209.168444,1193.551556
179.0,3452.72,2211.291598,1241.428402
180.0,3502.72,2213.368818,1289.351182
181.0,3552.72,2215.400105,1337.319895
182.0,3602.72,2217.385459,1385.334541
183.0,3652.72,2219.32488,1433.39512
184.0,3702.72,2221.218367,1481.501633
211.0,747.86,2254.979762,-1507.119762
212.0,797.86,2255.587119,-1457.727119
213.0,847.86,2256.148542,-1408.288542
214.0,897.86,2256.664033,-1358.804033
215.0,947.86,2257.13359,-1309.27359
216.0,997.86,2257.557213,-1259.697213
217.0,1047.86,2257.934904,-1210.074904
218.0,1097.79,2258.266661,-1160.476661
219.0,1147.79,2258.552485,-1110.762485
220.0,1197.73,2258.792376,-1061.062376
221.0,1247.73,2258.986333,-1011.256333
222.0,1297.73,2259.134358,-961.404358
223.0,1347.73,2259.236449,-911.506449
224.0,1397.73,2259.292607,-861.562607
225.0,1447.73,2259.302831,-811.572831
226.0,1497.73,2259.267123,-761.537123
227.0,1547.73,2259.185481,-711.455481
228.0,1597.73,2259.057906,-661.327906
229.0,1647.73,2258.884397,-611.154397
230.0,1697.73,2258.664956,-560.934956
231.0,1747.73,2258.399581,-510.669581
232.0,1797.73,2258.088273,-460.358273
233.0,1847.73,2257.731032,-410.001032
234.0,1897.73,2257.327857,-359.597857
235.0,1947.73,2256.878749,-309.148749
236.0,1997.73,2256.383708,-258.653708
237.0,2047.73,2255.842734,-208.112734
238.0,2097.73,2255.255826,-157.525826
239.0,2147.73,2254.622986,-106.892986
240.0,2197.73,2253.944212,-56.214212
241.0,2247.73,2253.219504,-5.489504
242.0,2297.73,2252.448864,45.281136
243.0,2347.73,2251.63229,96.09771
244.0,2397.73,2250.769783,146.960217
245.0,2447.73,2249.861343,197.868657
246.0,2497.73,2248.90697,248.82303
247.0,2547.73,2247.906663,299.823337
248.0,2597.73,2246.860423,350.869577
249.0,2647.73,2245.76825,401.96175
250.0,2697.73,2244.630144,453.099856
251.0,2747.73,2243.446104,504.283896
252.0,2797.73,2242.216131,555.513869
253.0,2847.73,2240.940225,606.789775
254.0,2897.73,2239.618386,658.111614
255.0,2947.73,2238.250613,709.479387
256.0,2997.73,2236.836908,760.893092
257.0,3047.73,2235.377269,812.352731
