route_id,start_milepost,end_milepost,av_share,mixed_vc_ratio,mixed_speed_mph,vehicle_hours_saved
5,100.93,101.87,0.0,0.43333333333333335,59.68432518304574,0.0
5,101.87,103.17,0.0,0.5666666666666667,59.08612367856346,0.0
5,103.17,103.42,0.0,0.72,57.675072605995396,0.0
5,103.42,104.81,0.0,0.6733333333333333,58.20537060575167,0.0
5,104.81,105.63,0.0,0.8228571428571428,56.13938342279601,0.0
5,105.63,106.23,0.0,0.7028571428571428,57.881166714954595,0.0
5,106.23,107.09,0.0,0.8171428571428572,56.238858186025624,0.0
5,107.09,107.74,0.0,0.62,58.698966521733176,0.0
5,107.74,108.46,0.0,0.675,58.188074501874,0.0
5,108.46,108.94,0.0,0.6628571428571428,58.311408672838276,0.0
5,108.94,109.52,0.0,0.6666666666666666,58.273381294964025,0.0
5,109.52,111.43,0.0,0.7933333333333333,56.634898304465004,0.0
5,111.43,112.43,0.0,0.5933333333333334,58.904939871552166,0.0
5,112.43,113.85,0.0,0.7,57.914219388715416,0.0
5,113.85,114.65,0.0,0.6733333333333333,58.20537060575167,0.0
5,114.65,116.42,0.0,0.7866666666666666,56.740525372365674,0.0
5,116.42,117.25,0.0,0.7866666666666666,56.740525372365674,0.0
5,117.25,117.78,0.0,0.8533333333333334,55.57941191644373,0.0
5,117.78,118.4,0.0,0.8,56.52698221284293,0.0
5,118.4,118.67,0.0,0.86,55.4502399416906,0.0
5,118.67,119.38,0.0,0.7733333333333333,56.94498289245607,0.0
5,119.38,120.46,0.0,0.8333333333333334,55.952509444144624,0.0
5,120.46,121.4,0.0,0.7733333333333333,56.94498289245607,0.0
5,121.4,122.4,0.0,0.9066666666666666,54.477923696566094,0.0
5,122.4,123.09,0.0,0.8266666666666667,56.07210538923277,0.0
5,123.09,123.28,0.0,0.9266666666666666,54.02447609863681,0.0
5,123.28,123.94,0.0,0.675,58.188074501874,0.0
5,123.94,124.33,0.0,0.76,57.140502736466296,0.0
5,124.33,125.09,0.0,0.685,58.08180117411184,0.0
5,125.09,125.6,0.0,0.745,57.34997726336106,0.0
5,125.6,126.2,0.0,0.66,58.33953411277077,0.0
5,126.2,127.13,0.0,0.74,57.41737431220014,0.0
5,127.13,128.06,0.0,0.55,59.187594773365454,0.0
5,128.06,128.59,0.0,0.885,54.944239330338306,0.0
5,128.59,129.36,0.0,0.845,55.73748916645483,0.0
5,129.36,130.02,0.0,0.805,56.44453290268317,0.0
5,130.02,130.31,0.0,0.995,52.30935218646314,0.0
5,130.31,131.22,0.0,0.9,54.62416299850239,0.0
5,131.22,131.35,0.0,0.985,52.5762133079636,0.0
5,131.35,132.89,0.0,0.7657142857142857,57.05779298412485,0.0
5,132.89,133.66,0.0,0.9371428571428572,53.77814001007661,0.0
5,133.66,134.18,0.0,0.9714285714285714,52.929752555354106,0.0
5,134.18,134.61,0.0,1.2857142857142858,42.55645983191291,0.0
5,134.61,134.97,0.0,1.1942857142857144,45.97145924266042,0.0
5,134.97,135.32,0.0,1.022857142857143,51.537904125977704,0.0
5,135.32,136.51,0.0,1.025,51.47687437445837,0.0
5,136.51,137.15,0.0,0.965,53.09372723719045,0.0
5,137.15,138.04,0.0,0.85,55.643093605304415,0.0
5,138.04,141.64,0.0,0.95,53.46755174029919,0.0
5,141.64,142.76,0.0,0.548,59.19919041885277,0.0
5,142.76,143.67,0.0,0.72,57.675072605995396,0.0
5,143.67,144.61,0.0,0.644,58.4908830176975,0.0
5,144.61,146.49,0.0,0.768,57.024254695689365,0.0
5,146.49,147.28,0.0,0.72,57.675072605995396,0.0
5,147.28,149.83,0.0,0.812,56.326912116353704,0.0
5,149.83,151.5,0.0,0.848,55.68101393211015,0.0
5,151.5,152.03,0.0,0.86,55.4502399416906,0.0
5,152.03,152.72,0.0,0.78,56.843880850587276,0.0
5,152.72,155.18,0.0,0.896,54.71072921855317,0.0
5,155.18,155.59,0.0,1.3657142857142857,39.426166534544116,0.0
5,155.59,156.29,0.0,0.7644444444444445,57.076312945750686,0.0
5,156.29,157.7,0.0,0.955,53.34431324815531,0.0
5,157.7,157.85,0.0,0.965,53.09372723719045,0.0
5,157.85,158.32,0.0,0.94,53.70990690619385,0.0
5,158.32,160.74,0.0,1.03,51.333546221819915,0.0
5,160.74,162.24,0.0,0.965,53.09372723719045,0.0
5,162.24,162.79,0.0,1.18,46.482201286487275,0.0
5,162.79,163.36,0.0,1.24,44.29246995883895,0.0
5,163.36,163.48,0.0,1.904,20.192986682466582,0.0
5,163.48,164.22,0.0,1.936,19.309781242565595,0.0
5,164.22,165.29,0.0,1.192,46.053655506126375,0.0
5,165.29,165.67,0.0,0.62,58.698966521733176,0.0
5,165.67,165.96,0.0,0.92,54.17808066390947,0.0
5,165.96,166.15,0.0,1.035,51.18892899084656,0.0
5,166.15,166.66,0.0,0.965,53.09372723719045,0.0
5,166.66,167.35,0.0,0.955,53.34431324815531,0.0
5,167.35,167.39,0.0,1.095,49.35634624969338,0.0
5,167.39,167.8,0.0,1.05,50.74742767368242,0.0
5,167.8,168.31,0.0,0.785,56.766576506452786,0.0
5,168.31,168.56,0.0,0.95,53.46755174029919,0.0
5,168.56,169.01,0.0,1.03,51.333546221819915,0.0
5,169.01,169.71,0.0,0.865,55.3517740226839,0.0
5,169.71,170.04,0.0,0.855,55.547345215932644,0.0
5,170.04,170.5,0.0,0.945,53.589417027036475,0.0
5,170.5,170.91,0.0,1.06,50.44680974812358,0.0
5,170.91,171.22,0.0,1.1466666666666667,47.64467035696762,0.0
5,171.22,171.76,0.0,1.0333333333333334,51.23727745982025,0.0
5,171.76,172.52,0.0,1.18,46.482201286487275,0.0
5,172.52,173.15,0.0,1.2466666666666666,44.04250650310065,0.0
5,173.15,173.51,0.0,1.065,50.29464478090858,0.0
5,173.51,174.27,0.0,0.99,52.44345408788406,0.0
5,174.27,175.1,0.0,0.865,55.3517740226839,0.0
5,175.1,175.28,0.0,1.2933333333333332,42.26261743535421,0.0
5,175.28,175.52,0.0,1.2866666666666666,42.519792166926244,0.0
5,175.52,175.79,0.0,1.2933333333333332,42.26261743535421,0.0
5,175.79,176.55,0.0,1.1533333333333333,47.41561438483445,0.0
5,176.55,177.17,0.0,1.2533333333333334,43.79137426340702,0.0
5,177.17,178.61,0.0,1.08,49.83085150002291,0.0
5,178.61,179.17,0.0,1.22,45.0348958294522,0.0
5,179.17,179.61,0.0,1.1066666666666667,48.98008780103297,0.0
5,179.61,180.36,0.0,1.3,42.00459950364565,0.0
5,180.36,181.31,0.0,1.14,47.871932088136724,0.0
5,181.31,182.59,0.0,1.0533333333333332,50.64777508891088,0.0
5,182.59,183.19,0.0,0.94,53.70990690619385,0.0
5,183.19,183.59,0.0,1.3066666666666666,41.745785615955675,0.0
5,183.59,184.47,0.0,1.08,49.83085150002291,0.0
5,184.47,186.18,0.0,1.24,44.29246995883895,0.0
5,186.18,186.87,0.0,1.0133333333333334,51.806249632521,0.0
5,186.87,187.55,0.0,1.1866666666666668,46.244745605777226,0.0
5,187.55,188.69,0.0,1.1533333333333333,47.41561438483445,0.0
5,188.69,189.97,0.0,0.86,55.4502399416906,0.0
5,189.97,192.47,0.0,0.985,52.5762133079636,0.0
5,192.47,192.94,0.0,0.9257142857142857,54.04656990019333,0.0
5,192.94,193.35,0.0,1.0685714285714285,50.1852057563235,0.0
5,193.35,193.65,0.0,0.9942857142857143,52.32859160367569,0.0
5,193.65,194.44,0.0,0.86,55.4502399416906,0.0
5,194.44,194.56,0.0,1.0333333333333334,51.23727745982025,0.0
5,194.56,198.61,0.0,0.8933333333333333,54.76794982475576,0.0
5,198.61,198.95,0.0,1.0133333333333334,51.806249632521,0.0
5,198.95,199.58,0.0,0.8066666666666666,56.41676040585366,0.0
5,199.58,200.25,0.0,0.9066666666666666,54.477923696566094,0.0
5,200.25,201.19,0.0,0.7466666666666667,57.32724362377917,0.0
5,201.19,202.18,0.0,0.8133333333333334,56.30421695707423,0.0
5,202.18,202.87,0.0,0.64,58.52711687743505,0.0
5,202.87,205.53,0.0,0.72,57.675072605995396,0.0
5,205.53,206.6,0.0,0.49333333333333335,59.471600101838405,0.0
5,206.6,208.46,0.0,0.5933333333333334,58.904939871552166,0.0
5,208.46,209.09,0.0,0.49333333333333335,59.471600101838405,0.0
5,209.09,210.05,0.0,0.5533333333333333,59.16799592780198,0.0
5,210.05,210.79,0.0,0.52,59.34909332944046,0.0
5,210.79,212.37,0.0,0.5466666666666666,59.206853136470436,0.0
5,212.37,213.08,0.0,0.4066666666666667,59.75485740603802,0.0
5,213.08,214.8,0.0,0.4266666666666667,59.70321371484795,0.0
5,214.8,215.51,0.0,0.4,59.77048135160982,0.0
5,215.51,218.33,0.0,0.41333333333333333,59.73845467307552,0.0
90,1.94,2.04,0.0,0.104,59.99894714577136,0.0
