x,observed_y,predicted_y,residual
67275.0,67276.0,7923446.047843,-7856170.047843
67281.0,67407.0,7435741.509926,-7368334.509926
67283.0,67408.0,7273153.972557,-7205745.972557
67285.0,36754.0,7110556.756156,-7073802.756156
67286.0,67409.0,7029254.518318,-6961845.518318
67287.0,67410.0,6947949.860723,-6880539.860723
67288.0,36934.0,6866642.78337,-6829708.78337
67289.0,67452.0,6785333.28626,-6717881.28626
67290.0,38189.0,6704021.36939,-6665832.36939
67291.0,40496.0,6622707.032763,-6582211.032763
67292.0,67411.0,6541390.276378,-6473979.276378
67293.0,67412.0,6460071.100236,-6392659.100236
67294.0,40644.0,6378749.504334,-6338105.504334
67295.0,40646.0,6297425.488675,-6256779.488675
67455.0,67456.0,-6745583.49883,6813039.49883
67297.0,67413.0,6134770.198084,-6067357.198084
67298.0,67411.0,6053438.923152,-5986027.923152
67299.0,51896.0,5972105.228461,-5920209.228461
67300.0,52035.0,5890769.114014,-5838734.114014
67301.0,67414.0,5809430.579807,-5742016.579807
67302.0,67415.0,5728089.625843,-5660674.625843
67303.0,52366.0,5646746.252121,-5594380.252121
67304.0,67416.0,5565400.458641,-5497984.458641
67305.0,67415.0,5484052.245403,-5416637.245403
67306.0,52791.0,5402701.612408,-5349910.612408
67307.0,67417.0,5321348.559653,-5253931.559653
67308.0,52984.0,5239993.087142,-5187009.087142
67309.0,67418.0,5158635.194872,-5091217.194872
67310.0,67419.0,5077274.882844,-5009855.882844
67311.0,40644.0,4995912.151059,-4955268.151059
67312.0,52791.0,4914546.999515,-4861755.999515
67313.0,67420.0,4833179.428214,-4765759.428214
67314.0,40644.0,4751809.437154,-4711165.437154
67315.0,53247.0,4670437.026338,-4617190.026338
67316.0,52366.0,4589062.195762,-4536696.195762
67317.0,67421.0,4507684.945429,-4440263.945429
67318.0,53380.0,4426305.275338,-4372925.275338
67319.0,53568.0,4344923.18549,-4291355.18549
67320.0,52366.0,4263538.675882,-4211172.675882
67321.0,40644.0,4182151.746518,-4141507.746518
67322.0,53726.0,4100762.397394,-4047036.397394
67323.0,54257.0,4019370.628514,-3965113.628514
67324.0,67422.0,3937976.439876,-3870554.439876
67325.0,52366.0,3856579.831479,-3804213.831479
67326.0,67421.0,3775180.803325,-3707759.803325
67454.0,67457.0,-6663872.321903,6731329.321903
67328.0,54927.0,3612375.487741,-3557448.487741
67329.0,67423.0,3530969.200314,-3463546.200314
67330.0,67424.0,3449560.493128,-3382136.493128
67331.0,55559.0,3368149.366183,-3312590.366183
67332.0,67411.0,3286735.819482,-3219324.819482
67333.0,67416.0,3205319.853021,-3137903.853021
67334.0,67421.0,3123901.466804,-3056480.466804
67335.0,55941.0,3042480.660828,-2986539.660828
67336.0,55964.0,2961057.435094,-2905093.435094
67337.0,56714.0,2879631.789602,-2822917.789602
67338.0,67277.0,2798203.724353,-2730926.724353
67339.0,67425.0,2716773.239345,-2649348.239345
67340.0,56765.0,2635340.33458,-2578575.33458
67341.0,67421.0,2553905.010056,-2486484.010056
67342.0,67426.0,2472467.265775,-2405041.265775
67343.0,67427.0,2391027.101736,-2323600.101736
67344.0,56908.0,2309584.517938,-2252676.517938
67345.0,67414.0,2228139.514383,-2160725.514383
67346.0,56966.0,2146692.09107,-2089726.09107
67347.0,67421.0,2065242.247999,-1997821.247999
67348.0,67428.0,1983789.98517,-1916361.98517
67349.0,57229.0,1902335.302584,-1845106.302584
67350.0,67429.0,1820878.200239,-1753449.200239
67351.0,67430.0,1739418.678137,-1671988.678137
67352.0,67414.0,1657956.736276,-1590542.736276
67353.0,57286.0,1576492.374658,-1519206.374658
67354.0,67431.0,1495025.593281,-1427594.593281
67355.0,67432.0,1413556.392147,-1346124.392147
67356.0,67433.0,1332084.771254,-1264651.771254
67357.0,57644.0,1250610.730604,-1192966.730604
67358.0,65595.0,1169134.270196,-1103539.270196
67359.0,65628.0,1087655.390029,-1022027.390029
67453.0,67458.0,-6582163.564734,6649621.564734
67361.0,67434.0,924690.370423,-857256.370423
67362.0,65657.0,843204.230984,-777547.230984
67363.0,67425.0,761715.671785,-694290.671785
67364.0,67421.0,680224.69283,-612803.69283
67365.0,67459.0,598731.294116,-531272.294116
67366.0,67435.0,517235.475645,-449800.475645
67367.0,65896.0,435737.237415,-369841.237415
67368.0,65911.0,354236.579429,-288325.579429
67369.0,67436.0,272733.501682,-205297.501682
67370.0,67415.0,191228.00418,-123813.00418
67371.0,67437.0,109720.086918,-42283.086918
67372.0,65964.0,28209.749899,37754.250101
67373.0,66004.0,-53303.006878,119307.006878
67374.0,66070.0,-134818.183413,200888.183413
67375.0,66078.0,-216335.779706,282413.779706
67376.0,66097.0,-297855.795757,363952.795757
67377.0,67438.0,-379378.231565,446816.231565
67378.0,67439.0,-460903.087133,528342.087133
67379.0,67440.0,-542430.362457,609870.362457
67380.0,66557.0,-623960.05754,690517.05754
67381.0,66572.0,-705492.17238,772064.17238
67382.0,67441.0,-787026.706979,854467.706979
67383.0,67442.0,-868563.661335,936005.661335
67384.0,66582.0,-950103.03545,1016685.03545
67385.0,67414.0,-1031644.829321,1099058.829321
67386.0,66693.0,-1113189.042952,1179882.042952
67387.0,67443.0,-1194735.676339,1262178.676339
67388.0,66797.0,-1276284.729486,1343081.729486
67389.0,67414.0,-1357836.20239,1425250.20239
67390.0,67421.0,-1439390.095052,1506811.095052
67391.0,67444.0,-1520946.407472,1588390.407472
67392.0,67445.0,-1602505.139649,1669950.139649
67393.0,67414.0,-1684066.291585,1751480.291585
67394.0,67425.0,-1765629.863278,1833054.863278
67395.0,66914.0,-1847195.854731,1914109.854731
67396.0,67446.0,-1928764.26594,1996210.26594
67397.0,66925.0,-2010335.096908,2077260.096908
