time_s,position_cm,air_temperature_c,center_temperature_c
0.0,0.0,25.0,25.0
0.5,0.65,25.0,25.0
1.0,1.3,25.0,25.0
1.5,1.95,25.0,25.0
2.0,2.6,25.0,25.0
2.5,3.25,25.0,25.0
3.0,3.9,25.0,25.0
3.5,4.55,25.0,25.0
4.0,5.2,25.0,25.0
4.5,5.85,25.0,25.0
5.0,6.5,25.0,25.0
5.5,7.15,25.0,25.0
6.0,7.8,25.0,25.0
6.5,8.45,25.0,25.0
7.0,9.1,25.0,25.0
7.5,9.75,25.0,25.0
8.0,10.4,25.0,25.0
8.5,11.05,25.0,25.0
9.0,11.7,25.0,25.0
9.5,12.35,25.0,25.0
10.0,13.0,25.0,25.0
10.5,13.65,25.0,25.0
11.0,14.3,25.0,25.0
11.5,14.95,25.0,25.0
12.0,15.6,25.0,25.0
12.5,16.25,25.0,25.0
13.0,16.9,25.0,25.0
13.5,17.55,25.0,25.0
14.0,18.2,25.0,25.0
14.5,18.85,25.0,25.0
15.0,19.5,25.0,25.0
15.5,20.15,25.0,25.0
16.0,20.8,25.0,25.0
16.5,21.45,25.0,25.0
17.0,22.1,25.0,25.0
17.5,22.75,25.0,25.0
18.0,23.4,25.0,25.0
18.5,24.05,25.0,25.0
19.0,24.7,25.0,25.0
19.5,25.35,216.270695,25.0
20.0,26.0,216.270695,25.87663
20.5,26.65,216.270695,26.749243
21.0,27.3,216.270695,27.617856
21.5,27.95,216.270695,28.482488
22.0,28.6,216.270695,29.343157
22.5,29.25,216.270695,30.199882
23.0,29.9,216.270695,31.05268
23.5,30.55,216.270695,31.90157
24.0,31.2,216.270695,32.746569
24.5,31.85,216.270695,33.587695
25.0,32.5,216.270695,34.424967
25.5,33.15,216.270695,35.2584
26.0,33.8,216.270695,36.088014
26.5,34.45,216.270695,36.913826
27.0,35.1,216.270695,37.735853
27.5,35.75,216.270695,38.554113
28.0,36.4,216.270695,39.368622
28.5,37.05,216.270695,40.179398
29.0,37.7,216.270695,40.986458
29.5,38.35,216.270695,41.789819
30.0,39.0,216.270695,42.589499
30.5,39.65,216.270695,43.385513
31.0,40.3,216.270695,44.177879
31.5,40.95,216.270695,44.966613
32.0,41.6,216.270695,45.751733
32.5,42.25,216.270695,46.533254
33.0,42.9,216.270695,47.311193
33.5,43.55,216.270695,48.085567
34.0,44.2,216.270695,48.856391
34.5,44.85,216.270695,49.623683
35.0,45.5,216.270695,50.387458
35.5,46.15,216.270695,51.147733
36.0,46.8,216.270695,51.904523
36.5,47.45,216.270695,52.657845
37.0,48.1,216.270695,53.407714
37.5,48.75,216.270695,54.154146
38.0,49.4,216.270695,54.897157
38.5,50.05,216.270695,55.636763
39.0,50.7,216.270695,56.372979
39.5,51.35,216.270695,57.105821
40.0,52.0,216.270695,57.835304
40.5,52.65,216.270695,58.561444
41.0,53.3,216.270695,59.284256
41.5,53.95,216.270695,60.003755
42.0,54.6,216.270695,60.719956
42.5,55.25,216.270695,61.432875
43.0,55.9,216.270695,62.142527
43.5,56.55,216.270695,62.848925
44.0,57.2,216.270695,63.552087
44.5,57.85,216.270695,64.252025
45.0,58.5,216.270695,64.948756
45.5,59.15,216.270695,65.642294
46.0,59.8,216.270695,66.332652
46.5,60.45,216.270695,67.019847
47.0,61.1,216.270695,67.703893
47.5,61.75,216.270695,68.384803
48.0,62.4,216.270695,69.062592
48.5,63.05,216.270695,69.737275
49.0,63.7,216.270695,70.408866
49.5,64.35,216.270695,71.077379
