x,observed_y,predicted_y,residual
0.0,1.209731,1.194963,0.014767
0.285714,1.370525,1.387395,-0.016871
0.571429,1.553807,1.577438,-0.023631
0.857143,1.7583,1.765092,-0.006792
1.142857,1.946218,1.950356,-0.004138
1.428571,2.183473,2.133232,0.050242
1.714286,2.307585,2.313718,-0.006133
2.0,2.434537,2.491815,-0.057278
2.285714,2.637844,2.667522,-0.029678
2.571429,2.880778,2.840841,0.039938
2.857143,3.044927,3.01177,0.033156
3.142857,3.123053,3.18031,-0.057258
3.428571,3.344933,3.346461,-0.001529
3.714286,3.484257,3.510223,-0.025966
4.0,3.662094,3.671596,-0.009502
4.285714,3.935677,3.830579,0.105098
4.571429,3.944984,3.987174,-0.042189
4.857143,4.243934,4.141379,0.102555
5.142857,4.33675,4.293195,0.043555
5.428571,4.461779,4.442621,0.019157
5.714286,4.63886,4.589659,0.049201
6.0,4.812063,4.734307,0.077756
6.285714,4.774679,4.876567,-0.101888
6.571429,5.000189,5.016436,-0.016248
6.857143,5.119861,5.153917,-0.034057
7.142857,5.226033,5.289009,-0.062975
7.428571,5.442157,5.421711,0.020446
7.714286,5.515922,5.552025,-0.036103
8.0,5.56092,5.679949,-0.119029
8.285714,5.796737,5.805484,-0.008747
8.571429,5.987246,5.928629,0.058617
8.857143,5.955632,6.049386,-0.093754
9.142857,6.194438,6.167753,0.026685
9.428571,6.310442,6.283731,0.026711
9.714286,6.410984,6.39732,0.013664
10.0,6.580737,6.50852,0.072217
