point_id,x,y,distance_to_fit_center
1,-1.728626,-0.08003,1.732878
2,-1.694401,0.01688,1.696854
3,-1.694401,0.076775,1.698484
4,-1.694401,-0.08003,1.698691
5,-1.694401,-0.236836,1.71331
6,-1.694401,-0.176941,1.70604
7,-1.625951,-0.08003,1.630322
8,-1.660176,0.113676,1.666391
9,-1.625951,0.173744,1.637504
10,-1.660176,0.233393,1.678768
11,-1.625951,0.076812,1.630108
12,-1.660176,-0.08003,1.664506
13,-1.625951,-0.236872,1.645553
14,-1.660176,-0.393454,1.708615
15,-1.625951,-0.333805,1.662312
16,-1.660176,-0.273737,1.685035
17,-1.557502,-0.176942,1.569949
18,-1.523277,0.016882,1.525739
19,-1.591726,0.210239,1.607825
20,-1.557502,0.270828,1.583108
21,-1.523277,0.330721,1.560956
22,-1.591726,0.389635,1.640883
23,-1.557502,0.233723,1.577198
24,-1.523277,0.076916,1.527559
25,-1.591726,-0.08003,1.59614
26,-1.557502,-0.236977,1.577867
27,-1.523277,-0.393784,1.575806
28,-1.591726,-0.549696,1.686417
29,-1.557502,-0.490782,1.635446
30,-1.523277,-0.430888,1.585499
31,-1.591726,-0.3703,1.636685
32,-1.454827,-0.273432,1.482747
33,-1.420602,-0.08003,1.425261
34,-1.386378,0.113372,1.393323
35,-1.489052,0.306455,1.522463
36,-1.454827,0.367375,1.502648
37,-1.420602,0.427557,1.485646
38,-1.386378,0.486903,1.471431
39,-1.489052,0.545316,1.587783
40,-1.454827,0.389883,1.5083
41,-1.420602,0.233676,1.441937
42,-1.386378,0.076951,1.390849
43,-1.489052,-0.08003,1.493606
44,-1.454827,-0.237012,1.47645
45,-1.420602,-0.393736,1.47661
46,-1.386378,-0.549944,1.493904
47,-1.489052,-0.705377,1.650084
48,-1.454827,-0.646963,1.594614
49,-1.420602,-0.587617,1.539767
50,-1.386378,-0.527435,1.485756
51,-1.489052,-0.466515,1.562871
52,-1.317928,-0.370306,1.371416
53,-1.283703,-0.176947,1.298278
54,-1.249479,0.016886,1.251959
55,-1.215254,0.210245,1.235542
56,-1.352153,0.402208,1.412807
57,-1.317928,0.464856,1.399543
58,-1.283703,0.525445,1.389044
59,-1.249479,0.585343,1.381682
60,-1.215254,0.644257,1.377279
61,-1.352153,0.700248,1.524543
62,-1.317928,0.547004,1.428895
63,-1.283703,0.39109,1.34405
64,-1.249479,0.234277,1.273474
65,-1.215254,0.077327,1.220043
66,-1.352153,-0.08003,1.356926
67,-1.317928,-0.237388,1.341583
68,-1.283703,-0.394338,1.345357
69,-1.249479,-0.551151,1.368058
70,-1.215254,-0.707065,1.408343
71,-1.352153,-0.860308,1.604971
72,-1.317928,-0.804318,1.546323
73,-1.283703,-0.745403,1.486788
74,-1.249479,-0.685505,1.427549
75,-1.215254,-0.624917,1.368908
76,-1.352153,-0.562269,1.466828
77,-1.146804,-0.465909,1.240265
78,-1.112579,-0.273745,1.148214
79,-1.078355,-0.08003,1.083734
80,-1.04413,0.113684,1.052595
81,-1.009905,0.305848,1.057298
82,-1.181029,0.497384,1.283443
83,-1.146804,0.560511,1.278318
84,-1.112579,0.622593,1.276707
85,-1.078355,0.683085,1.278179
86,-1.04413,0.742315,1.282689
87,-1.009905,0.798997,1.289235
88,-1.181029,0.854246,1.459155
89,-1.146804,0.701725,1.346168
90,-1.112579,0.547929,1.242045
91,-1.078355,0.391601,1.149281
92,-1.04413,0.234493,1.072321
93,-1.009905,0.077359,1.015185
94,-1.181029,-0.08003,1.186149
95,-1.146804,-0.23742,1.173573
96,-1.112579,-0.394554,1.182912
97,-1.078355,-0.551662,1.213666
98,-1.04413,-0.70799,1.26384
99,-1.009905,-0.861785,1.329829
100,-1.181029,-1.014307,1.559009
101,-1.146804,-0.959058,1.497192
102,-1.112579,-0.902375,1.434752
103,-1.078355,-0.843145,1.371097
104,-1.04413,-0.782654,1.307165
105,-1.009905,-0.720572,1.242908
106,-1.181029,-0.657445,1.354063
107,-0.941455,-0.56105,1.098309
108,-0.907231,-0.369081,0.981864
109,-0.873006,-0.176947,0.893208
110,-0.838781,0.016886,0.841313
111,-0.804556,0.209021,0.833409
112,-0.770332,0.40099,0.870273
113,-0.97568,0.591869,1.14288
114,-0.941455,0.65581,1.148955
