point_id,x,y,distance_to_fit_center
1,6.900892,-0.339862,7.162769
2,6.709719,0.500924,7.030346
3,6.593209,1.406708,7.091051
4,6.299019,2.309062,7.101174
5,6.040916,3.24698,7.285894
6,5.395232,4.00942,7.177604
7,4.721471,4.642161,7.095111
8,4.085043,5.180295,7.080149
9,3.292696,5.811433,7.163893
10,2.425479,6.173339,7.109285
11,1.559242,6.501925,7.146365
12,0.710579,6.535751,7.012057
13,-0.218798,6.760565,7.169286
14,-1.20158,6.651833,7.12273
15,-2.084584,6.553594,7.19691
16,-2.923979,6.278458,7.197583
17,-3.771322,5.68527,7.032332
18,-4.633822,5.175317,7.092026
19,-5.261754,4.632683,7.10046
20,-5.929224,3.874112,7.103811
21,-6.434195,3.221973,7.161186
22,-6.880239,2.294931,7.149554
23,-7.103678,1.461652,7.093135
24,-7.300983,0.457996,7.092575
25,-7.350429,-0.325772,7.089365
26,-7.384706,-1.374717,7.188378
27,-7.138045,-2.276992,7.125808
28,-6.903316,-3.202852,7.205621
29,-6.451537,-3.891341,7.1025
30,-5.949709,-4.75709,7.159931
31,-5.323301,-5.360095,7.08087
32,-4.509092,-6.136587,7.131027
33,-3.857674,-6.561485,7.126725
34,-2.956449,-7.022917,7.142253
35,-2.177225,-7.239213,7.094166
36,-1.098141,-7.482094,7.122802
37,-0.245857,-7.623718,7.215142
38,0.558244,-7.393979,7.033326
39,1.574157,-7.33878,7.169192
40,2.355107,-6.995409,7.087526
41,3.225542,-6.682745,7.178076
42,3.971827,-6.058426,7.059891
43,4.754027,-5.362714,7.049773
44,5.495227,-4.746725,7.208317
45,5.915437,-3.979372,7.134816
46,6.329407,-3.192228,7.154671
47,6.549307,-2.261021,7.058274
48,6.829399,-1.395259,7.159262
