x,observed_y,predicted_y,residual
1.0,180.0,32.237863,147.762137
1.0,2.0,32.237863,-30.237863
2.0,3.0,24.187527,-21.187527
3.0,5.0,16.145167,-11.145167
4.0,1.0,8.110782,-7.110782
1.0,4.0,32.237863,-28.237863
1.0,2.0,32.237863,-30.237863
2017.0,2.0,2.000207,-0.000207
2.0,1.0,24.187527,-23.187527
1.1,180.0,31.432471,148.567529
1.0,1.0,32.237863,-31.237863
2.0,2.0,24.187527,-22.187527
6.0,6.0,-7.934061,13.934061
3.0,1.0,16.145167,-15.145167
2.1,1.0,23.382932,-22.382932
1.0,1.0,32.237863,-31.237863
2.0,2.0,24.187527,-22.187527
6.0,6.0,-7.934061,13.934061
5.0,1.0,0.084372,0.915628
3.1,1.0,15.341369,-14.341369
2.0,2.0,24.187527,-22.187527
4.2,1.0,6.504862,-5.504862
3.0,3.0,16.145167,-13.145167
4.0,4.0,8.110782,-4.110782
5.2,4.0,-1.519952,5.519952
5.3,2.0,-2.321995,4.321995
5.4,3.0,-3.123958,6.123958
6.0,6.0,-7.934061,13.934061
