x,observed_y,predicted_y,residual
0.0,1.0,1.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
8713.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
6.0,0.0,-0.0,0.0
