point_id,x,y,distance_to_fit_center
1,4.750421,1.898791,4.090993
2,4.712317,2.431829,4.095162
3,4.589694,2.895099,4.068466
4,4.493238,3.387272,4.133063
5,4.251838,3.914073,4.146694
6,3.811011,4.342407,4.022539
7,3.593358,4.61405,4.035908
8,3.089017,5.130637,4.088339
9,2.774464,5.379231,4.120921
10,2.215008,5.771307,4.225652
11,1.732208,5.869156,4.167256
12,1.193267,5.99735,4.189207
13,0.667236,5.956386,4.114146
14,0.079557,5.935635,4.134312
15,-0.366813,5.776552,4.066047
16,-0.854942,5.641225,4.089834
17,-1.353531,5.454133,4.13513
18,-1.826914,5.109753,4.106147
19,-2.224139,4.773802,4.112327
20,-2.646335,4.266461,4.099691
21,-2.784677,3.918587,4.021908
22,-3.197891,3.388417,4.156028
23,-3.337437,2.831519,4.117853
24,-3.410274,2.357612,4.102591
25,-3.444965,1.779816,4.105259
26,-3.475586,1.380064,4.161152
27,-3.355365,0.744504,4.162539
28,-3.161368,0.261303,4.135318
29,-2.972534,-0.235446,4.184589
30,-2.626609,-0.647491,4.123033
31,-2.152738,-1.115191,4.081288
32,-1.818339,-1.354627,4.044906
33,-1.357715,-1.830128,4.19008
34,-0.916215,-1.909056,4.068925
35,-0.451515,-2.11707,4.112329
36,0.17524,-2.252341,4.123162
37,0.660583,-2.241923,4.084169
38,1.117518,-2.227988,4.095887
39,1.640311,-2.1488,4.109722
40,2.207084,-1.90114,4.050552
41,2.729897,-1.727561,4.12659
42,3.121265,-1.44845,4.109428
43,3.600067,-0.987291,4.080606
44,4.023515,-0.647314,4.184778
45,4.300536,-0.298565,4.223493
46,4.613527,0.280779,4.250881
47,4.630945,0.810646,4.102931
48,4.70031,1.395533,4.06511
