x,observed_y,predicted_y,residual
20.0,8.0,11.961041,-3.961041
30.0,21.0,-368.581397,389.581397
1.0,2.0,745.621765,-743.621765
1.0,2011.0,745.621765,1265.378235
2.0,2009.0,706.66078,1302.33922
2000.0,30.0,-83.663053,113.663053
2011.0,1.0,338.327674,-337.327674
1.0,2011.0,745.621765,1265.378235
1.1,1.0,741.72393,-740.72393
8.0,8.0,473.70515,-465.70515
6.0,6.0,551.202688,-545.202688
2.0,2009.0,706.66078,1302.33922
2.1,2.0,702.766804,-700.766804
2.2,2000.0,698.873213,1301.126787
6.0,6.0,551.202688,-545.202688
3.0,3.0,667.73838,-664.73838
2000.0,30.0,-83.663053,113.663053
6.0,6.0,551.202688,-545.202688
3.0,3.0,667.73838,-664.73838
6.0,6.0,551.202688,-545.202688
3.0,3.0,667.73838,-664.73838
2000.0,30.0,-83.663053,113.663053
