time_s,position_cm,air_temperature_c,center_temperature_c
0.0,0.0,25.0,25.0
0.5,0.75,25.0,25.0
1.0,1.5,25.0,25.0
1.5,2.25,25.0,25.0
2.0,3.0,25.0,25.0
2.5,3.75,25.0,25.0
3.0,4.5,25.0,25.0
3.5,5.25,25.0,25.0
4.0,6.0,25.0,25.0
4.5,6.75,25.0,25.0
5.0,7.5,25.0,25.0
5.5,8.25,25.0,25.0
6.0,9.0,25.0,25.0
6.5,9.75,25.0,25.0
7.0,10.5,25.0,25.0
7.5,11.25,25.0,25.0
8.0,12.0,25.0,25.0
8.5,12.75,25.0,25.0
9.0,13.5,25.0,25.0
9.5,14.25,25.0,25.0
10.0,15.0,25.0,25.0
10.5,15.75,25.0,25.0
11.0,16.5,25.0,25.0
11.5,17.25,25.0,25.0
12.0,18.0,25.0,25.0
12.5,18.75,25.0,25.0
13.0,19.5,25.0,25.0
13.5,20.25,25.0,25.0
14.0,21.0,25.0,25.0
14.5,21.75,25.0,25.0
15.0,22.5,25.0,25.0
15.5,23.25,25.0,25.0
16.0,24.0,25.0,25.0
16.5,24.75,25.0,25.0
17.0,25.5,218.855434,25.0
17.5,26.25,218.855434,25.888477
18.0,27.0,218.855434,26.772881
18.5,27.75,218.855434,27.653232
19.0,28.5,218.855434,28.529549
19.5,29.25,218.855434,29.401849
20.0,30.0,218.855434,30.270151
20.5,30.75,218.855434,31.134473
21.0,31.5,218.855434,31.994834
21.5,32.25,218.855434,32.851252
22.0,33.0,218.855434,33.703745
22.5,33.75,218.855434,34.552331
23.0,34.5,218.855434,35.397027
23.5,35.25,218.855434,36.237852
24.0,36.0,218.855434,37.074824
24.5,36.75,218.855434,37.907959
25.0,37.5,218.855434,38.737276
25.5,38.25,218.855434,39.562792
26.0,39.0,218.855434,40.384525
26.5,39.75,218.855434,41.202491
27.0,40.5,218.855434,42.016709
27.5,41.25,218.855434,42.827194
28.0,42.0,218.855434,43.633966
28.5,42.75,218.855434,44.437039
29.0,43.5,218.855434,45.236432
29.5,44.25,218.855434,46.032161
30.0,45.0,218.855434,46.824244
30.5,45.75,218.855434,47.612695
31.0,46.5,218.855434,48.397534
31.5,47.25,218.855434,49.178775
32.0,48.0,218.855434,49.956436
32.5,48.75,218.855434,50.730532
33.0,49.5,218.855434,51.501081
33.5,50.25,218.855434,52.268098
34.0,51.0,218.855434,53.0316
34.5,51.75,218.855434,53.791602
35.0,52.5,218.855434,54.548121
35.5,53.25,218.855434,55.301173
36.0,54.0,218.855434,56.050774
36.5,54.75,218.855434,56.796939
37.0,55.5,218.855434,57.539684
37.5,56.25,218.855434,58.279025
38.0,57.0,218.855434,59.014977
38.5,57.75,218.855434,59.747557
39.0,58.5,218.855434,60.476779
39.5,59.25,218.855434,61.202658
40.0,60.0,218.855434,61.925211
40.5,60.75,218.855434,62.644453
41.0,61.5,218.855434,63.360397
41.5,62.25,218.855434,64.073061
42.0,63.0,218.855434,64.782458
42.5,63.75,218.855434,65.488604
43.0,64.5,218.855434,66.191514
43.5,65.25,218.855434,66.891202
44.0,66.0,218.855434,67.587683
44.5,66.75,218.855434,68.280972
45.0,67.5,218.855434,68.971084
45.5,68.25,218.855434,69.658033
46.0,69.0,218.855434,70.341833
46.5,69.75,218.855434,71.022499
47.0,70.5,218.855434,71.700046
47.5,71.25,218.855434,72.374487
48.0,72.0,218.855434,73.045837
48.5,72.75,218.855434,73.714111
49.0,73.5,218.855434,74.379321
49.5,74.25,218.855434,75.041483
50.0,75.0,218.855434,75.70061
50.5,75.75,218.855434,76.356716
51.0,76.5,218.855434,77.009815
51.5,77.25,218.855434,77.659921
52.0,78.0,218.855434,78.307047
52.5,78.75,218.855434,78.951207
53.0,79.5,218.855434,79.592415
53.5,80.25,218.855434,80.230684
54.0,81.0,218.855434,80.866028
54.5,81.75,218.855434,81.49846
55.0,82.5,218.855434,82.127993
55.5,83.25,218.855434,82.754641
56.0,84.0,218.855434,83.378417
56.5,84.75,218.855434,83.999334
57.0,85.5,218.855434,84.617406
57.5,86.25,218.855434,85.232644
58.0,87.0,218.855434,85.845063
58.5,87.75,218.855434,86.454675
59.0,88.5,218.855434,87.061493
59.5,89.25,218.855434,87.66553
60.0,90.0,218.855434,88.266798
60.5,90.75,218.855434,88.865311
61.0,91.5,218.855434,89.461081
61.5,92.25,218.855434,90.05412
62.0,93.0,218.855434,90.644441
62.5,93.75,218.855434,91.232057
63.0,94.5,218.855434,91.816979
63.5,95.25,218.855434,92.399221
64.0,96.0,218.855434,92.978794
64.5,96.75,218.855434,93.555711
65.0,97.5,218.855434,94.129983
65.5,98.25,218.855434,94.701624
66.0,99.0,218.855434,95.270645
66.5,99.75,218.855434,95.837057
67.0,100.5,218.855434,96.400874
67.5,101.25,218.855434,96.962107
68.0,102.0,218.855434,97.520767
68.5,102.75,218.855434,98.076867
69.0,103.5,218.855434,98.630419
69.5,104.25,218.855434,99.181433
70.0,105.0,218.855434,99.729922
70.5,105.75,218.855434,100.275897
71.0,106.5,218.855434,100.81937
71.5,107.25,218.855434,101.360352
72.0,108.0,218.855434,101.898854
72.5,108.75,218.855434,102.434889
73.0,109.5,218.855434,102.968466
73.5,110.25,218.855434,103.499598
74.0,111.0,218.855434,104.028296
74.5,111.75,218.855434,104.554571
75.0,112.5,218.855434,105.078434
75.5,113.25,218.855434,105.599896
76.0,114.0,218.855434,106.118968
76.5,114.75,218.855434,106.63566
77.0,115.5,218.855434,107.149985
77.5,116.25,218.855434,107.661953
78.0,117.0,218.855434,108.171574
78.5,117.75,218.855434,108.678859
79.0,118.5,218.855434,109.183819
79.5,119.25,218.855434,109.686465
80.0,120.0,218.855434,110.186808
80.5,120.75,218.855434,110.684857
81.0,121.5,218.855434,111.180623
81.5,122.25,218.855434,111.674118
82.0,123.0,218.855434,112.16535
82.5,123.75,218.855434,112.654331
83.0,124.5,218.855434,113.141071
83.5,125.25,218.855434,113.62558
84.0,126.0,218.855434,114.107869
84.5,126.75,218.855434,114.587947
85.0,127.5,218.855434,115.065825
85.5,128.25,218.855434,115.541513
86.0,129.0,218.855434,116.01502
86.5,129.75,218.855434,116.486358
87.0,130.5,218.855434,116.955535
87.5,131.25,218.855434,117.422562
88.0,132.0,218.855434,117.887448
88.5,132.75,218.855434,118.350203
89.0,133.5,218.855434,118.810838
89.5,134.25,218.855434,119.269362
90.0,135.0,218.855434,119.725784
90.5,135.75,218.855434,120.180114
91.0,136.5,218.855434,120.632362
91.5,137.25,218.855434,121.082537
92.0,138.0,218.855434,121.530649
92.5,138.75,218.855434,121.976707
93.0,139.5,218.855434,122.420721
93.5,140.25,218.855434,122.8627
94.0,141.0,218.855434,123.302653
94.5,141.75,218.855434,123.74059
95.0,142.5,218.855434,124.176519
95.5,143.25,218.855434,124.610451
96.0,144.0,218.855434,125.042394
96.5,144.75,218.855434,125.472357
97.0,145.5,218.855434,125.900349
97.5,146.25,218.855434,126.32638
98.0,147.0,218.855434,126.750459
98.5,147.75,218.855434,127.172593
99.0,148.5,218.855434,127.592793
99.5,149.25,218.855434,128.011068
100.0,150.0,218.855434,128.427425
100.5,150.75,218.855434,128.841874
101.0,151.5,218.855434,129.254423
101.5,152.25,218.855434,129.665082
102.0,153.0,218.855434,130.073858
102.5,153.75,218.855434,130.480761
103.0,154.5,218.855434,130.885799
103.5,155.25,218.855434,131.288981
104.0,156.0,218.855434,131.690315
104.5,156.75,218.855434,132.089809
105.0,157.5,218.855434,132.487473
105.5,158.25,218.855434,132.883314
106.0,159.0,218.855434,133.27734
