x,observed_y,predicted_y,residual
0.0,1.0,16.807859,-15.807859
3.0,35.0,31.838934,3.161066
4.0,50.0,36.166583,13.833417
5.0,35.0,40.152878,-5.152878
6.0,35.0,43.797819,-8.797819
7.0,720.0,47.101404,672.898596
8.0,35.0,50.063636,-15.063636
9.0,80.0,52.684513,27.315487
10.0,35.0,54.964035,-19.964035
11.0,35.0,56.902203,-21.902203
12.0,120.0,58.499016,61.500984
13.0,35.0,59.754474,-24.754474
14.0,35.0,60.668579,-25.668579
15.0,80.0,61.241328,18.758672
16.0,35.0,61.472723,-26.472723
17.0,35.0,61.362764,-26.362764
18.0,35.0,60.91145,-25.91145
19.0,480.0,60.118782,419.881218
20.0,35.0,58.984759,-23.984759
21.0,35.0,57.509381,-22.509381
22.0,35.0,55.692649,-20.692649
23.0,80.0,53.534563,26.465437
24.0,35.0,51.035122,-16.035122
25.0,35.0,48.194326,-13.194326
26.0,35.0,45.012176,-10.012176
27.0,120.0,41.488672,78.511328
28.0,35.0,37.623813,-2.623813
29.0,30.0,33.417599,-3.417599
1.0,2.0,22.159572,-20.159572
2.0,3.0,27.16993,-24.16993
2.0,4.0,27.16993,-23.16993
2.0,19.0,27.16993,-8.16993
3.0,5.0,31.838934,-26.838934
3.0,6.0,31.838934,-25.838934
4.0,21.0,36.166583,-15.166583
4.0,23.0,36.166583,-13.166583
5.0,7.0,40.152878,-33.152878
6.0,8.0,43.797819,-35.797819
6.0,14.0,43.797819,-29.797819
6.0,10.0,43.797819,-33.797819
8.0,17.0,50.063636,-33.063636
9.0,24.0,52.684513,-28.684513
9.0,25.0,52.684513,-27.684513
10.0,11.0,54.964035,-43.964035
10.0,12.0,54.964035,-42.964035
11.0,13.0,56.902203,-43.902203
11.0,15.0,56.902203,-41.902203
12.0,15.0,58.499016,-43.499016
13.0,16.0,59.754474,-43.754474
15.0,18.0,61.241328,-43.241328
15.0,26.0,61.241328,-35.241328
16.0,18.0,61.472723,-43.472723
17.0,25.0,61.362764,-36.362764
19.0,20.0,60.118782,-40.118782
20.0,22.0,58.984759,-36.984759
21.0,22.0,57.509381,-35.509381
22.0,23.0,55.692649,-32.692649
23.0,24.0,53.534563,-29.534563
25.0,26.0,48.194326,-22.194326
