point_id,x,y,distance_to_fit_center
1,5.682405,1.066054,3.951041
2,5.554238,1.329967,3.844473
3,5.450318,1.796796,3.824828
4,5.399165,2.351392,3.945814
5,5.130877,2.810812,3.902934
6,4.85472,3.336526,3.96658
7,4.455478,3.650724,3.878267
8,4.088001,3.851242,3.78494
9,3.743498,4.226546,3.89743
10,3.378231,4.398527,3.877494
11,2.806432,4.70355,3.964713
12,2.249177,4.811833,3.959078
13,1.731809,4.747426,3.861201
14,1.211962,4.599906,3.750396
15,0.68664,4.65029,3.907454
16,0.243644,4.449989,3.863408
17,-0.199936,4.2409,3.872931
18,-0.681958,3.811817,3.795126
19,-1.063902,3.573247,3.880271
20,-1.344711,3.20499,3.855401
21,-1.602563,2.77176,3.833749
22,-1.772329,2.453149,3.841852
23,-2.085627,1.829309,3.935747
24,-2.075709,1.362703,3.840838
25,-2.21454,0.940351,3.95037
26,-2.208852,0.396243,3.974629
27,-2.08361,-0.21798,3.975495
28,-1.79776,-0.582993,3.826518
29,-1.628501,-1.112005,3.912691
30,-1.421885,-1.446339,3.925517
31,-0.904386,-1.84087,3.795502
32,-0.521206,-2.128884,3.766088
33,-0.18742,-2.482196,3.878625
34,0.28219,-2.675248,3.846568
35,0.651374,-2.981049,4.016349
36,1.262504,-3.013928,3.928726
37,1.660263,-3.00837,3.895322
38,2.258885,-2.977429,3.898949
39,2.831996,-2.824913,3.869748
40,3.221996,-2.716519,3.897379
41,3.62928,-2.322089,3.725566
42,4.085777,-2.160433,3.847873
43,4.465847,-1.82975,3.851174
44,4.861044,-1.413685,3.880576
45,5.125505,-1.032221,3.895234
46,5.274929,-0.681543,3.871143
47,5.444542,-0.159798,3.853759
48,5.625006,0.389266,3.921167
