point_id,x,y,distance_to_fit_center
1,-0.194461,3.671896,3.383514
2,-0.194461,-0.283514,3.393134
3,-0.19174,-0.261293,3.377962
4,-0.189019,-0.21685,3.35009
5,-0.186298,-0.305736,3.399597
6,-0.194461,-0.239072,3.367315
7,-0.194461,-0.283514,3.393134
8,5.291445,-0.283514,3.379693
9,-0.19174,-0.305736,3.40399
10,-0.194189,3.671896,3.383293
11,-0.194461,-0.305736,3.406188
12,-0.19174,-0.283514,3.390928
13,-0.180856,-0.194629,3.330696
14,-0.189019,-0.305736,3.401793
15,-0.191468,-0.305736,3.40377
16,-0.194461,-0.305736,3.406188
17,-0.19174,-0.283514,3.390928
18,-0.180856,-0.194629,3.330696
19,-0.183577,-0.305736,3.397402
20,-0.188747,-0.305736,3.401574
21,-0.19174,-0.283514,3.390928
22,-0.185754,-0.305736,3.399158
23,-0.189019,-0.261293,3.375748
24,-0.186298,-0.239072,3.360649
25,-0.183032,-0.239072,3.357984
26,-0.18276,-0.283514,3.383654
27,-0.182488,-0.261293,3.370438
28,-0.180856,-0.194629,3.330696
29,-0.19174,-0.305736,3.40399
