point_id,x,y,distance_to_fit_center
1,3.743389,1.801194,4.101265
2,3.738244,2.28412,4.135817
3,3.639264,2.82722,4.150766
4,3.54782,3.193238,4.178799
5,3.269414,3.763132,4.169842
6,3.053922,4.258225,4.26086
7,2.62099,4.571664,4.133813
8,2.240684,5.034473,4.223316
9,1.708988,5.267117,4.118329
10,1.255242,5.595437,4.211787
11,0.78122,5.671073,4.126737
12,0.069537,5.946497,4.263526
13,-0.383601,5.861849,4.157603
14,-0.930544,5.875288,4.21024
15,-1.491803,5.805847,4.255679
16,-1.898043,5.610965,4.199692
17,-2.442162,5.385178,4.23056
18,-2.890775,5.005508,4.161625
19,-3.256969,4.682298,4.15688
20,-3.637678,4.153858,4.094481
21,-3.929745,3.836986,4.161085
22,-4.211701,3.237076,4.148505
23,-4.429209,2.90473,4.245706
24,-4.356312,2.30731,4.044777
25,-4.588253,1.709438,4.231524
26,-4.515977,1.27329,4.181521
27,-4.358259,0.666625,4.133891
28,-4.282939,0.10391,4.239865
29,-3.987087,-0.345594,4.169134
30,-3.571729,-0.895387,4.13458
31,-3.402407,-1.240697,4.236666
32,-2.974857,-1.679763,4.278631
33,-2.362656,-1.844855,4.076821
34,-1.948889,-2.104515,4.12823
35,-1.489623,-2.374895,4.23362
36,-0.780337,-2.435302,4.161252
37,-0.272355,-2.481989,4.187173
38,0.086575,-2.400332,4.128535
39,0.724852,-2.377805,4.222994
40,1.260059,-2.237064,4.26012
41,1.77522,-1.887615,4.176997
42,2.16356,-1.56877,4.130989
43,2.545753,-1.352411,4.215223
44,3.057717,-0.784281,4.225123
45,3.288799,-0.430845,4.224794
46,3.497556,0.147131,4.156972
47,3.63302,0.587956,4.142996
48,3.775468,1.168997,4.166733
