point_id,x,y,distance_to_fit_center
1,6.387295,1.302415,5.582956
2,6.281297,2.15926,5.526948
3,6.06581,2.946313,5.480194
4,5.86447,3.541774,5.489902
5,5.59503,4.190145,5.538065
6,5.056684,4.868155,5.480207
7,4.705787,5.401107,5.580536
8,4.2251,5.703435,5.48893
9,3.428356,6.103456,5.376693
10,2.905887,6.546902,5.549794
11,2.248434,6.709913,5.492887
12,1.407122,6.765123,5.388855
13,0.746416,6.908477,5.498822
14,-0.010926,6.840816,5.491851
15,-0.637822,6.665889,5.450458
16,-1.299908,6.537054,5.542491
17,-1.890564,6.242901,5.534014
18,-2.525173,5.892769,5.584625
19,-3.23298,5.31228,5.615721
20,-3.504241,4.800644,5.483562
21,-3.980065,4.266494,5.573165
22,-4.165525,3.526464,5.40272
23,-4.50287,2.851173,5.500411
24,-4.627652,2.2243,5.493716
25,-4.71074,1.520663,5.517225
26,-4.651813,0.714801,5.501287
27,-4.592833,-0.068835,5.597099
28,-4.270842,-0.725151,5.506971
29,-3.983093,-1.334912,5.519403
30,-3.515897,-1.845165,5.410111
31,-3.079984,-2.48992,5.505012
32,-2.536716,-3.020063,5.549304
33,-1.922048,-3.334782,5.472798
34,-1.236128,-3.71293,5.514694
35,-0.606402,-3.905204,5.499472
36,0.110087,-4.035556,5.489735
37,0.785361,-4.071112,5.48112
38,1.575831,-4.002904,5.467433
39,2.157619,-3.945971,5.524009
40,2.926715,-3.636686,5.474379
41,3.503,-3.338217,5.460995
42,4.223708,-2.985964,5.568594
43,4.724363,-2.391627,5.459909
44,5.252999,-1.954039,5.576551
45,5.511927,-1.408335,5.485843
46,5.846591,-0.743065,5.481735
47,6.245135,-0.199147,5.672764
48,6.18433,0.757001,5.418444
