x,observed_y,predicted_y,residual
5.0,6.0,5.227327,0.772673
0.0,1.0,0.475808,0.524192
0.0,1.0,0.475808,0.524192
1.0,1.0,1.420134,-0.420134
2.0,2.0,2.367449,-0.367449
3.0,3.0,3.317753,-0.317753
4.0,4.0,4.271045,-0.271045
5.0,5.0,5.227327,-0.227327
6.0,6.0,6.186598,-0.186598
7.0,7.0,7.148857,-0.148857
8.0,8.0,8.114105,-0.114105
9.0,9.0,9.082343,-0.082343
10.0,10.0,10.053569,-0.053569
11.0,11.0,11.027784,-0.027784
12.0,12.0,12.004988,-0.004988
13.0,13.0,12.985182,0.014818
14.0,14.0,13.968364,0.031636
15.0,15.0,14.954535,0.045465
16.0,16.0,15.943695,0.056305
17.0,17.0,16.935844,0.064156
18.0,18.0,17.930981,0.069019
19.0,19.0,18.929108,0.070892
20.0,20.0,19.930224,0.069776
21.0,21.0,20.934329,0.065671
22.0,22.0,21.941422,0.058578
23.0,23.0,22.951505,0.048495
24.0,24.0,23.964576,0.035424
25.0,25.0,24.980637,0.019363
26.0,26.0,25.999686,0.000314
27.0,27.0,27.021724,-0.021724
28.0,28.0,28.046752,-0.046752
29.0,29.0,29.074768,-0.074768
30.0,30.0,30.105773,-0.105773
