point_id,x,y,distance_to_fit_center
1,-1.721717,-2.095137,2.782787
2,-1.721717,1.799868,2.23074
3,-1.714789,1.799805,2.225848
4,-1.70786,1.799555,2.220833
5,-1.700932,1.799181,2.215738
6,-1.694003,1.798681,2.210564
7,-1.687075,1.797995,2.205264
8,-1.680147,1.797183,2.199884
9,-1.673218,1.796184,2.194377
10,-1.66629,1.795061,2.188787
11,-1.659362,1.793749,2.18307
12,-1.652433,1.792314,2.17727
13,-1.645505,1.790753,2.171387
14,-1.638576,1.789005,2.165373
15,-1.631648,1.787132,2.159276
16,-1.62472,1.785134,2.153094
17,-1.617791,1.782949,2.14678
18,-1.610863,1.780639,2.140381
19,-1.603934,1.778142,2.13385
20,-1.597006,1.77552,2.127233
21,-1.590078,1.772773,2.120528
22,-1.583149,1.769839,2.11369
23,-1.576221,1.76678,2.106764
24,-1.569293,1.763533,2.099704
25,-1.562364,1.760225,2.092602
26,-1.555436,1.756666,2.085318
27,-1.548507,1.753045,2.077992
28,-1.541579,1.749237,2.070529
29,-1.534651,1.745304,2.062977
30,-1.527722,1.741183,2.055289
31,-1.520794,1.736938,2.04751
32,-1.513865,1.732568,2.03964
33,-1.506937,1.728073,2.031679
34,-1.500009,1.723391,2.023581
35,-1.49308,1.718584,2.015391
36,-1.486152,1.713652,2.007109
37,-1.479224,1.708533,1.998689
38,-1.472295,1.703288,1.990176
39,-1.465367,1.697919,1.981571
40,-1.458438,1.692426,1.972874
41,-1.45151,1.686745,1.964037
42,-1.444582,1.680939,1.955106
43,-1.437653,1.675008,1.946083
44,-1.430725,1.668952,1.936966
45,-1.423797,1.662709,1.927709
46,-1.416868,1.656404,1.918405
47,-1.40994,1.649911,1.908961
48,-1.403011,1.643293,1.899422
49,-1.396083,1.636551,1.88979
50,-1.389155,1.629621,1.880016
51,-1.382226,1.622629,1.870195
52,-1.375298,1.61545,1.860233
53,-1.368369,1.608145,1.850177
54,-1.361441,1.600716,1.840026
55,-1.354513,1.593224,1.829828
56,-1.347584,1.585546,1.819488
57,-1.340656,1.577679,1.809006
58,-1.333728,1.569751,1.798477
59,-1.326799,1.561697,1.787853
60,-1.319871,1.553519,1.777135
61,-1.312942,1.545216,1.766322
62,-1.306014,1.536725,1.755368
63,-1.299086,1.528172,1.744366
64,-1.292157,1.519495,1.73327
65,-1.285229,1.510692,1.72208
66,-1.2783,1.501765,1.710795
67,-1.271372,1.492712,1.699416
68,-1.264444,1.483535,1.687943
69,-1.257515,1.474233,1.676376
70,-1.250587,1.464806,1.664715
71,-1.243659,1.455254,1.65296
72,-1.23673,1.44564,1.641159
73,-1.229802,1.435839,1.629217
74,-1.222873,1.425975,1.617229
75,-1.215945,1.415986,1.605149
76,-1.209017,1.405872,1.592975
77,-1.202088,1.395696,1.580756
78,-1.19516,1.385333,1.568398
79,-1.188231,1.374907,1.555995
80,-1.181303,1.364356,1.543499
81,-1.174375,1.353743,1.53096
82,-1.167446,1.343005,1.518329
83,-1.160518,1.332142,1.505607
84,-1.15359,1.321155,1.492795
85,-1.146661,1.310105,1.47994
86,-1.139733,1.29893,1.466995
87,-1.132804,1.28763,1.453961
88,-1.125876,1.276268,1.440884
89,-1.118948,1.264843,1.427766
90,-1.112019,1.253231,1.414514
91,-1.105091,1.241619,1.401267
92,-1.098163,1.22982,1.387887
93,-1.091234,1.21802,1.374513
94,-1.084306,1.206034,1.361008
95,-1.077377,1.194047,1.34751
96,-1.070449,1.181936,1.333928
97,-1.063521,1.1697,1.320263
98,-1.056592,1.157401,1.30656
99,-1.049664,1.14504,1.292822
100,-1.042735,1.132554,1.279002
101,-1.035807,1.120005,1.265148
102,-1.028879,1.107332,1.251214
103,-1.02195,1.094659,1.237292
104,-1.015022,1.081861,1.223294
105,-1.008094,1.069,1.209263
106,-1.001165,1.056015,1.195158
107,-0.994237,1.042967,1.181024
108,-0.987308,1.029857,1.166862
109,-0.98038,1.016684,1.152672
110,-0.973452,1.003449,1.138457
111,-0.966523,0.990151,1.124217
112,-0.959595,0.976729,1.10991
113,-0.952666,0.963306,1.095625
114,-0.945738,0.949759,1.081276
115,-0.93881,0.936149,1.066909
116,-0.931881,0.922539,1.052567
117,-0.924953,0.908805,1.038168
118,-0.918025,0.895008,1.023755
119,-0.911096,0.881148,1.009331
120,-0.904168,0.867289,0.994939
121,-0.897239,0.853305,0.980498
122,-0.890311,0.83932,0.966093
123,-0.883383,0.825211,0.951646
124,-0.876454,0.811102,0.937239
125,-0.869526,0.79693,0.922836
126,-0.862598,0.782696,0.908438
127,-0.855669,0.768462,0.894089
128,-0.848741,0.754103,0.879713
129,-0.841812,0.739745,0.865392
130,-0.834884,0.725323,0.851091
131,-0.827956,0.710902,0.836851
132,-0.821027,0.696418,0.822639
133,-0.814099,0.681872,0.808459
134,-0.80717,0.667263,0.794317
135,-0.800242,0.652655,0.780253
136,-0.793314,0.638046,0.766273
137,-0.786385,0.623375,0.752345
138,-0.779457,0.608642,0.738478
139,-0.772529,0.593908,0.724711
140,-0.7656,0.579112,0.711017
141,-0.758672,0.564316,0.697438
142,-0.751743,0.549458,0.683948
143,-0.744815,0.5346,0.670587
144,-0.737887,0.519741,0.657364
