x,observed_y,predicted_y,residual
149.0,105.0,64.662081,40.337919
113.0,150.0,81.609444,68.390556
115.0,151.0,80.728029,70.271971
30.0,151.0,111.952257,39.047743
31.0,151.0,111.65916,39.34084
32.0,151.0,111.364296,39.635704
10.0,151.0,117.442945,33.557055
112.0,152.0,82.0475,69.9525
104.0,150.0,85.488306,64.511694
33.0,152.0,111.067664,40.932336
34.0,152.0,110.769265,41.230735
116.0,150.0,80.28467,69.71533
35.0,152.0,110.469097,41.530903
36.0,150.0,110.167162,39.832838
37.0,150.0,109.863459,40.136541
38.0,150.0,109.557988,40.442012
39.0,150.0,109.250749,40.749251
40.0,150.0,108.941743,41.058257
41.0,151.0,108.630968,42.369032
42.0,151.0,108.318426,42.681574
43.0,151.0,108.004116,42.995884
114.0,151.0,81.169621,69.830379
117.0,152.0,79.839543,72.160457
119.0,151.0,78.943986,72.056014
44.0,150.0,107.688039,42.311961
45.0,150.0,107.370193,42.629807
46.0,150.0,107.05058,42.94942
111.0,152.0,82.483788,69.516212
47.0,151.0,106.729199,44.270801
48.0,151.0,106.40605,44.59395
49.0,151.0,106.081133,44.918867
118.0,150.0,79.392648,70.607352
50.0,150.0,105.754449,44.245551
51.0,150.0,105.425997,44.574003
52.0,150.0,105.095777,44.904223
53.0,150.0,104.763789,45.236211
54.0,150.0,104.430033,45.569967
55.0,150.0,104.09451,45.90549
56.0,150.0,103.757218,46.242782
57.0,150.0,103.418159,46.581841
58.0,150.0,103.077332,46.922668
59.0,150.0,102.734738,47.265262
60.0,151.0,102.390375,48.609625
120.0,150.0,78.493555,71.506445
61.0,151.0,102.044245,48.955755
62.0,151.0,101.696347,49.303653
63.0,151.0,101.346681,49.653319
64.0,151.0,100.995247,50.004753
65.0,151.0,100.642046,50.357954
66.0,151.0,100.287077,50.712923
67.0,151.0,99.93034,51.06966
68.0,150.0,99.571835,50.428165
69.0,150.0,99.211562,50.788438
121.0,151.0,78.041357,72.958643
70.0,150.0,98.849522,51.150478
71.0,150.0,98.485713,51.514287
72.0,150.0,98.120137,51.879863
73.0,150.0,97.752793,52.247207
74.0,150.0,97.383682,52.616318
142.0,155.0,68.136833,86.863167
143.0,69.33,67.645743,1.684257
95.0,36.28,89.223976,-52.943976
13.0,87.05,116.66442,-29.61442
14.0,61.71,116.401377,-54.691377
8.0,65.88,117.953122,-52.073122
9.0,61.58,117.698917,-56.118917
93.0,67.65,90.034679,-22.384679
94.0,59.81,89.630211,-29.820211
11.0,92.63,117.185204,-24.555204
92.0,20.14,90.437378,-70.297378
148.0,4.61,65.163777,-60.553777
12.0,95.02,116.925696,-21.905696
15.0,96.77,116.136565,-19.366565
96.0,33.59,88.815972,-55.225972
16.0,94.29,115.869986,-21.579986
75.0,59.01,97.012802,-38.002802
37.0,62.47,109.863459,-47.393459
38.0,61.87,109.557988,-47.687988
39.0,65.18,109.250749,-44.070749
40.0,60.71,108.941743,-48.231743
41.0,79.46,108.630968,-29.170968
42.0,29.64,108.318426,-78.678426
43.0,37.36,108.004116,-70.644116
82.0,76.68,94.367148,-17.687148
21.0,92.35,114.510572,-22.160572
98.0,53.79,87.994662,-34.204662
44.0,31.94,107.688039,-75.748039
100.0,50.61,87.166281,-36.556281
141.0,19.79,68.626155,-48.836155
147.0,3.72,65.663706,-61.943706
76.0,92.72,96.640155,-3.920155
169.0,68.08,54.256912,13.823088
83.0,63.3,93.982126,-30.682126
77.0,34.34,96.26574,-61.92574
78.0,36.93,95.889557,-58.959557
97.0,65.91,88.406201,-22.496201
17.0,69.71,115.601639,-45.891639
18.0,75.51,115.331524,-39.821524
19.0,35.78,115.059641,-79.279641
53.0,65.91,104.763789,-38.853789
54.0,39.57,104.430033,-64.860033
99.0,60.12,87.581356,-27.461356
56.0,32.93,103.757218,-70.827218
57.0,26.25,103.418159,-77.168159
58.0,16.71,103.077332,-86.367332
59.0,18.46,102.734738,-84.274738
85.0,51.26,93.206779,-41.946779
86.0,51.33,92.816454,-41.486454
102.0,12.41,86.330829,-73.920829
103.0,21.7,85.910451,-64.210451
84.0,60.74,93.595336,-32.855336
62.0,61.28,101.696347,-40.416347
63.0,55.21,101.346681,-46.136681
64.0,51.54,100.995247,-49.455247
65.0,53.33,100.642046,-47.312046
87.0,28.79,92.424361,-63.634361
88.0,54.61,92.0305,-37.4205
20.0,17.98,114.785991,-96.805991
89.0,45.02,91.634871,-46.614871
90.0,24.61,91.237475,-66.627475
91.0,21.35,90.83831,-69.48831
79.0,25.74,95.511607,-69.771607
101.0,63.66,86.749439,-23.089439
80.0,22.28,95.131888,-72.851888
146.0,17.11,66.161867,-49.051867
81.0,49.01,94.750402,-45.740402
72.0,29.15,98.120137,-68.970137
73.0,25.42,97.752793,-72.332793
74.0,30.39,97.383682,-66.993682
140.0,0.0,69.113709,-69.113709
22.0,170.0,114.233386,55.766614
23.0,144.0,113.954432,30.045568
24.0,170.0,113.673711,56.326289
25.0,170.0,113.391221,56.608779
26.0,145.0,113.106964,31.893036
27.0,145.0,112.820939,32.179061
28.0,145.0,112.533146,32.466854
29.0,170.0,112.243585,57.756415
