x,observed_y,predicted_y,residual
0.5,3.0,2.018039,0.981961
3.0,-3.4,4.645066,-8.045066
3.0,0.5,4.645066,-4.145066
4.0,14.0,5.551017,8.448983
5.0,30.0,6.37419,23.62581
1.0,2.0,2.584833,-0.584833
6.0,6.0,7.114586,-1.114586
3.0,3.0,4.645066,-1.645066
3.0,3.0,4.645066,-1.645066
0.5,1.0,2.018039,-1.018039
3.1,0.5,4.739386,-4.239386
6.0,6.0,7.114586,-1.114586
3.0,3.0,4.645066,-1.645066
14.0,7.0,10.057773,-3.057773
4.2,14.0,5.722274,8.277726
6.0,6.0,7.114586,-1.114586
3.0,3.0,4.645066,-1.645066
30.0,1.0,0.050913,0.949087
5.1,1.0,6.451955,-5.451955
3.0,3.0,4.645066,-1.645066
6.0,6.0,7.114586,-1.114586
14.0,7.0,10.057773,-3.057773
