point_id,x,y,distance_to_fit_center
1,7.359376,0.138159,6.321776
2,7.246377,0.961055,6.255465
3,7.002518,1.864744,6.193675
4,6.75809,2.66483,6.230236
5,6.45016,3.324609,6.251465
6,6.044054,4.096131,6.346066
7,5.333973,4.711353,6.232536
8,4.740341,5.144665,6.180381
9,4.202359,5.634527,6.292141
10,3.393467,5.97495,6.240556
11,2.666865,6.300802,6.318357
12,1.799197,6.424713,6.27502
13,1.139741,6.439806,6.244587
14,0.157568,6.409562,6.275561
15,-0.545783,6.153593,6.164435
16,-1.366922,5.945013,6.23166
17,-2.173374,5.547519,6.241016
18,-2.719677,5.232303,6.283547
19,-3.319562,4.66083,6.238705
20,-3.900607,3.976055,6.21908
21,-4.445296,3.304869,6.303159
22,-4.714794,2.630563,6.246595
23,-5.063236,1.814522,6.312123
24,-5.084082,1.047185,6.180832
25,-5.206301,0.264428,6.244541
26,-5.239925,-0.606387,6.328868
27,-4.995622,-1.272008,6.209523
28,-4.659158,-2.182386,6.173576
29,-4.47062,-2.842396,6.290912
30,-3.849873,-3.597306,6.187046
31,-3.420854,-4.223173,6.277716
32,-2.732683,-4.808139,6.265696
33,-2.088553,-5.229523,6.261895
34,-1.409528,-5.548073,6.243772
35,-0.553724,-5.885211,6.286088
36,0.240258,-6.026919,6.273876
37,1.01386,-6.072089,6.268185
38,1.842357,-5.954299,6.202742
39,2.737843,-5.909097,6.337408
40,3.501449,-5.534537,6.237698
41,4.098799,-5.208249,6.210939
42,4.878202,-4.749732,6.261704
43,5.549492,-4.197731,6.297625
44,5.937152,-3.640024,6.222417
45,6.373014,-2.915416,6.176166
46,6.789021,-2.157653,6.214153
47,7.035729,-1.497788,6.232452
48,7.267701,-0.5221,6.271092
