point_id,x,y,distance_to_fit_center
1,5.077898,-0.64578,6.586816
2,5.009524,0.168774,6.568956
3,4.895657,1.067639,6.629429
4,4.558799,1.839994,6.556594
5,4.259595,2.710922,6.673326
6,3.71505,3.361425,6.582985
7,3.057939,4.043225,6.544394
8,2.495074,4.601594,6.599347
9,1.79385,5.032927,6.568044
10,1.070194,5.440612,6.608933
11,0.182013,5.676429,6.543002
12,-0.647704,5.836147,6.537423
13,-1.512868,5.889135,6.533438
14,-2.327351,5.88218,6.577598
15,-3.180141,5.684523,6.545762
16,-4.039429,5.440699,6.590198
17,-4.817994,5.034785,6.572823
18,-5.518039,4.541148,6.554535
19,-6.16518,4.09131,6.641294
20,-6.730218,3.406998,6.608706
21,-7.208135,2.527308,6.522283
22,-7.628774,1.786399,6.584903
23,-7.937119,1.087537,6.657403
24,-7.979673,0.183448,6.523483
25,-8.200784,-0.721993,6.692317
26,-8.09932,-1.468768,6.641773
27,-7.78192,-2.356375,6.502441
28,-7.490541,-3.067792,6.453923
29,-7.234617,-3.890012,6.581661
30,-6.8044,-4.621893,6.622942
31,-6.108089,-5.302638,6.54618
32,-5.452232,-5.912038,6.58018
33,-4.855862,-6.352514,6.617078
34,-4.089965,-6.792343,6.66785
35,-3.213287,-6.979405,6.560366
36,-2.358503,-7.173468,6.584209
37,-1.50556,-7.251612,6.607311
38,-0.626129,-7.208071,6.622868
39,0.157833,-7.004671,6.575132
40,0.944426,-6.623422,6.462877
41,1.7574,-6.359529,6.582755
42,2.48559,-5.865118,6.573661
43,3.158517,-5.300607,6.592885
44,3.625151,-4.589105,6.474577
45,4.105931,-3.860723,6.47085
46,4.552209,-3.238778,6.59307
47,4.961051,-2.345874,6.689981
48,5.079613,-1.536116,6.648615
