point_id,x,y,distance_to_fit_center
1,-0.338165,2.380457,2.176271
2,-0.336507,-0.424669,2.181991
3,-0.33485,-0.423276,2.179826
4,-0.333192,-0.42049,2.176762
5,2.999973,2.380457,2.177015
6,2.999973,-0.412133,2.175938
7,-0.337999,2.380457,2.176144
8,-0.336507,-0.423276,2.181092
9,-0.329877,-0.417705,2.172432
10,-0.336176,-0.424669,2.181737
11,-0.338165,-0.424669,2.183257
12,-0.329877,-0.417705,2.172432
13,-0.336507,-0.421883,2.180194
14,-0.334518,-0.423276,2.179572
15,-0.338165,-0.424669,2.183257
16,-0.329877,-0.417705,2.172432
17,-0.326562,-0.414919,2.168102
18,-0.333192,-0.423276,2.17856
19,-0.326562,-0.414919,2.168102
20,-0.323247,-0.412133,2.163772
