point_id,x,y,distance_to_fit_center
1,9.786275,1.376697,8.017442
2,9.665377,2.55629,7.975546
3,9.432616,3.59995,7.963497
4,9.250963,4.503382,8.086655
5,8.556321,5.451033,7.886415
6,8.029104,6.304031,7.93068
7,7.364135,7.166477,8.009664
8,6.627409,7.797862,8.005595
9,5.745233,8.330754,7.959983
10,4.875131,8.794164,7.987796
11,3.913864,9.120988,7.979628
12,2.854011,9.385903,8.024576
13,1.831766,9.403808,7.969043
14,0.69381,9.349234,7.986929
15,-0.285563,9.202592,8.034719
16,-1.450432,8.826321,8.06204
17,-2.236659,8.364284,8.003779
18,-3.00139,7.729791,7.898183
19,-3.831535,7.137408,7.992735
20,-4.447598,6.351621,7.925888
21,-5.057766,5.555855,7.974126
22,-5.674742,4.548832,8.068819
23,-5.999769,3.462235,8.028954
24,-6.154319,2.482498,7.992304
25,-6.184769,1.469768,7.95389
26,-6.096464,0.473353,7.924079
27,-5.863373,-0.500754,7.874071
28,-5.588389,-1.675682,7.988006
29,-5.140033,-2.631501,8.016975
30,-4.544177,-3.291705,7.88661
31,-3.937157,-4.214393,8.029727
32,-3.062153,-4.983526,8.033561
33,-2.189551,-5.547252,8.026362
34,-1.388945,-5.995363,8.073622
35,-0.287053,-6.243129,7.948672
36,0.850645,-6.472154,7.960322
37,1.862569,-6.515914,7.951476
38,2.875097,-6.489936,8.00176
39,3.926087,-6.24207,7.974361
40,4.779742,-5.870065,7.901167
41,5.786186,-5.547296,8.055436
42,6.680242,-4.969665,8.07092
43,7.371809,-4.130295,7.897063
44,8.215956,-3.44712,8.086895
45,8.763347,-2.60716,8.07833
46,9.047993,-1.658454,7.909021
47,9.339193,-0.628931,7.846464
48,9.70059,0.590616,7.976366
