x,z_corrected
0.0,0.011798
0.001795,0.012103
0.003591,0.012339
0.005186,0.011645
0.006977,0.010847
0.0088,0.0101
0.010693,0.009127
0.012517,0.008532
0.014178,0.008261
0.016029,0.008166
0.017834,0.008332
0.019573,0.008755
0.021238,0.009106
0.023006,0.008658
0.024801,0.008402
0.026699,0.008431
0.028457,0.008533
0.030024,0.008289
0.031922,0.008289
0.033699,0.008
0.035494,0.007807
0.037383,0.007734
0.038936,0.007373
0.040769,0.007245
0.04263,0.007245
0.044369,0.006886
0.046244,0.006763
0.047877,0.006874
0.04962,0.006607
0.051495,0.006574
0.0533,0.006765
0.055072,0.006518
0.056737,0.006528
0.058509,0.006756
0.060291,0.006836
0.062151,0.006861
0.063737,0.006559
0.065523,0.006271
0.067398,0.006267
0.069189,0.006246
0.070975,0.005958
0.072636,0.005941
0.074436,0.005955
0.076221,0.005699
0.078087,0.005452
0.079873,0.004998
0.081496,0.004843
0.083357,0.004704
0.085143,0.00435
0.086985,0.004224
0.088813,0.003946
0.090399,0.003647
0.092241,0.003541
0.094065,0.003558
0.095841,0.003269
0.097493,0.003252
0.099297,0.003413
0.101093,0.003185
0.102935,0.003208
0.104725,0.002964
0.106335,0.002808
0.108182,0.002889
0.109963,0.002489
0.111791,0.002361
0.113628,0.002284
0.115214,0.001985
0.117052,0.001858
0.11888,0.001972
0.120675,0.001731
0.122503,0.001689
0.124117,0.001746
0.125917,0.001489
0.127741,0.001391
0.129555,0.001389
0.13135,0.001003
0.132969,0.000855
0.134811,0.000935
0.136601,0.000497
0.138425,0.000338
0.140062,0.000373
0.141844,-1.4e-05
0.143676,-0.000166
0.145514,-6.2e-05
0.147281,-0.000365
0.148909,-0.000533
0.150761,-0.00048
0.152532,-0.00045
0.154346,-0.000604
0.156189,-0.000499
0.157765,-0.000748
0.15957,-0.000971
0.161435,-0.000916
0.163217,-0.001118
0.165026,-0.001296
0.166678,-0.00157
0.168463,-0.001956
0.170306,-0.002053
0.172129,-0.002039
0.173706,-0.002368
0.175557,-0.002463
0.177381,-0.002411
0.179148,-0.002716
0.181009,-0.00278
0.182618,-0.002847
0.184385,-0.003169
0.186255,-0.003202
0.188065,-0.003522
0.189841,-0.003844
0.191512,-0.003982
0.193316,-0.004537
0.195112,-0.004792
0.197001,-0.004764
0.198782,-0.0052
0.200391,-0.00539
0.202257,-0.005451
0.204066,-0.0058
0.20589,-0.006201
0.207708,-0.006688
0.209332,-0.006898
0.211179,-0.006904
0.212979,-0.007131
0.214793,-0.007353
0.216425,-0.007445
0.21823,-0.007696
0.220063,-0.007703
0.221863,-0.007825
0.223658,-0.008144
0.2253,-0.008229
0.227124,-0.008386
0.228919,-0.008839
0.230761,-0.009038
0.232594,-0.009042
0.234199,-0.009012
0.236008,-0.008926
0.237803,-0.008898
0.239617,-0.008997
0.241432,-0.008856
0.243017,-0.008657
0.244803,-0.008566
0.246636,-0.008653
0.24845,-0.00853
0.25005,-0.008374
0.25185,-0.008194
0.253646,-0.0083
0.255464,-0.008384
0.257283,-0.008734
0.258892,-0.009111
0.260716,-0.009332
0.262558,-0.009359
0.264358,-0.009334
0.266163,-0.009495
0.267791,-0.009412
0.269591,-0.009751
0.271405,-0.009952
0.273242,-0.0099
0.275033,-0.009956
0.276642,-0.010147
0.278475,-0.010531
0.28028,-0.010781
0.282127,-0.010855
0.283927,-0.011274
0.285536,-0.011444
0.287388,-0.011522
0.289174,-0.011875
0.291006,-0.011942
0.292635,-0.011855
0.294411,-0.012243
0.296253,-0.012339
0.298072,-0.012352
0.299867,-0.012629
0.301505,-0.012674
0.303314,-0.012699
0.305114,-0.012925
0.306957,-0.012902
0.308747,-0.013336
0.310371,-0.013491
0.312213,-0.013411
0.31398,-0.013103
0.315794,-0.013254
0.317627,-0.013151
0.319199,-0.013417
0.321022,-0.013618
0.322874,-0.013564
0.324646,-0.013534
0.326264,-0.013683
0.328102,-0.013603
0.32986,-0.013324
0.331664,-0.013239
0.333507,-0.013159
0.335078,-0.013461
0.336897,-0.013652
0.338753,-0.01357
0.340525,-0.013821
0.342363,-0.013918
0.343991,-0.013796
0.345749,-0.014048
0.3476,-0.014143
0.349429,-0.014272
0.351214,-0.01456
0.352861,-0.014628
0.354671,-0.014604
0.356471,-0.014818
0.358308,-0.014795
0.36009,-0.01454
0.361699,-0.014634
0.363527,-0.014555
0.365308,-0.014569
0.367136,-0.014887
0.36875,-0.015505
0.37055,-0.015994
0.372411,-0.016236
0.374258,-0.016271
0.376068,-0.016282
0.377682,-0.016225
0.379477,-0.01602
0.381282,-0.016024
0.383087,-0.015855
0.384872,-0.015682
0.386491,-0.015702
0.388296,-0.015867
0.390115,-0.015966
0.391929,-0.015824
0.393705,-0.015608
0.395324,-0.016021
0.397148,-0.016601
0.398943,-0.016902
0.400823,-0.016964
0.402423,-0.016805
0.404176,-0.016646
0.406037,-0.016651
0.407832,-0.017027
0.409637,-0.017218
0.411298,-0.017156
0.413065,-0.017027
0.41487,-0.017229
0.416726,-0.017176
0.418502,-0.017141
0.420117,-0.017242
0.421949,-0.017118
0.423721,-0.0174
0.42554,-0.017625
0.427396,-0.01803
0.429001,-0.018284
0.430839,-0.018351
0.432653,-0.018189
0.434434,-0.018438
0.436276,-0.018474
0.437886,-0.018849
0.439681,-0.019104
0.441542,-0.019079
0.443314,-0.019176
0.444909,-0.019361
0.446784,-0.019305
0.448556,-0.01921
0.45037,-0.019401
0.452212,-0.01932
