x,z_corrected
0.0,-0.104088
0.001877,-0.103216
0.003692,-0.10216
0.005461,-0.100727
0.007204,-0.099084
0.00884,-0.09727
0.011379,-0.094685
0.01284,-0.093934
0.015209,-0.093322
0.016804,-0.092379
0.019117,-0.090916
0.020727,-0.089835
0.022789,-0.088208
0.024922,-0.086983
0.02643,-0.085625
0.028409,-0.084325
0.030578,-0.083282
0.03225,-0.081801
0.034224,-0.081062
0.036363,-0.080021
0.03805,-0.078539
0.040117,-0.076885
0.042147,-0.075812
0.04366,-0.074453
0.045763,-0.073274
0.047753,-0.072163
0.049465,-0.070557
0.051604,-0.069567
0.053501,-0.068413
0.055317,-0.066736
0.057481,-0.065462
0.05926,-0.064191
0.060958,-0.063084
0.063107,-0.062123
0.064866,-0.060801
0.066799,-0.059472
0.068876,-0.058458
0.070625,-0.057015
0.07262,-0.055043
0.074656,-0.053969
0.076425,-0.052422
0.078261,-0.051043
0.080307,-0.049944
0.082056,-0.048536
0.084067,-0.047802
0.086092,-0.046689
0.087862,-0.04508
0.089893,-0.043604
0.091893,-0.042462
0.093672,-0.040789
0.095457,-0.03978
0.097513,-0.03868
0.099304,-0.03707
0.101314,-0.035586
0.103319,-0.034534
0.105094,-0.033046
0.10714,-0.032257
0.109125,-0.03107
0.11094,-0.029429
0.112925,-0.028348
0.114669,-0.027304
0.116469,-0.025629
0.118429,-0.023345
0.120423,-0.021955
0.12226,-0.020313
0.124239,-0.018017
0.126239,-0.016913
0.128086,-0.015362
0.130076,-0.014369
0.13185,-0.013389
0.133728,-0.011835
0.135718,-0.010541
0.137666,-0.009448
0.139575,-0.007938
0.141549,-0.007131
0.143437,-0.005942
0.145401,-0.004293
0.14738,-0.0032
0.149089,-0.001932
0.151048,-0.000947
0.153012,6e-05
0.154874,0.001482
0.156833,0.002326
0.158782,0.003522
0.160665,0.005166
0.162649,0.006985
0.164639,0.008118
0.166327,0.009393
0.16823,0.010083
0.170199,0.011119
0.172108,0.012557
0.174052,0.014656
0.176006,0.015959
0.177878,0.01734
0.179827,0.018715
0.181807,0.01982
0.18353,0.021191
0.185296,0.022808
0.187194,0.023752
0.189184,0.025037
0.191026,0.02678
0.192847,0.029149
0.194847,0.032092
0.196781,0.033532
0.198603,0.035572
0.200387,0.038217
0.202387,0.039416
0.20425,0.041153
0.20626,0.04272
0.208255,0.043861
0.210163,0.044874
0.212189,0.04561
0.214133,0.046355
0.216011,0.046902
0.217821,0.047717
0.219749,0.048876
0.221658,0.050429
0.223683,0.05135
0.225576,0.052583
0.227551,0.05345
0.229546,0.054459
