x,z_corrected
0.0,-0.030296
0.001954,-0.030562
0.003899,-0.030553
0.005848,-0.030341
0.007777,-0.030062
0.009671,-0.029749
0.011585,-0.029396
0.01361,-0.028857
0.015555,-0.027954
0.017469,-0.028029
0.019469,-0.027924
0.021348,-0.027425
0.023363,-0.027222
0.025287,-0.026891
0.027216,-0.026439
0.029206,-0.026266
0.03111,-0.025816
0.033044,-0.025437
0.035019,-0.025187
0.036928,-0.024601
0.038898,-0.023882
0.040878,-0.023623
0.042756,-0.023323
0.044726,-0.023323
0.04667,-0.022962
0.048579,-0.022161
0.050559,-0.021608
0.052458,-0.021156
0.054393,-0.02045
0.056372,-0.020239
0.058297,-0.019605
0.060281,-0.018987
0.062231,-0.018698
0.064145,-0.018664
0.066095,-0.018581
0.068029,-0.018141
0.069958,-0.01724
0.071923,-0.016757
0.073903,-0.0162
0.075842,-0.015922
0.077782,-0.016008
0.079726,-0.015752
0.081656,-0.01525
0.083605,-0.014801
0.085535,-0.014375
0.087464,-0.013749
0.089419,-0.013422
0.091363,-0.012868
0.093313,-0.012193
0.095252,-0.011896
0.097202,-0.011508
0.099146,-0.011211
0.101066,-0.010767
0.103015,-0.010424
0.10495,-0.010074
0.106874,-0.009326
0.108834,-0.008877
0.110773,-0.008398
0.112713,-0.007637
0.114672,-0.00742
0.116627,-0.006989
0.118541,-0.006689
0.120501,-0.006616
0.122441,-0.006223
0.124355,-0.005369
0.126315,-0.005077
0.128239,-0.004669
0.130169,-0.003826
0.132154,-0.003624
0.134078,-0.003089
0.136018,-0.002664
0.137982,-0.002454
0.139902,-0.001877
0.141856,-0.001562
0.143801,-0.001201
0.145716,-0.000509
0.147726,-0.000229
0.14969,0.000166
0.151675,-0.000114
0.153605,-0.000453
0.155765,-0.000429
0.157689,1e-05
0.159629,0.000459
0.161578,0.000765
0.163508,0.001376
0.165448,0.002032
0.167387,0.0023
0.169317,0.002874
0.171261,0.003488
0.173211,0.0039
0.175151,0.004515
0.177121,0.004913
0.179055,0.005277
0.18096,0.005467
0.18294,0.005613
0.184879,0.006109
0.186804,0.006948
0.188764,0.007065
0.190683,0.00755
0.192608,0.008258
0.194573,0.008527
0.196487,0.009106
0.198417,0.009902
0.200377,0.010188
0.202296,0.010849
0.204236,0.011617
0.206191,0.011941
0.208131,0.012575
0.21008,0.013156
0.21203,0.013452
0.213955,0.013941
0.21588,0.01415
0.217824,0.014498
0.219764,0.015158
0.221699,0.015977
0.223634,0.016471
0.225558,0.016936
0.227493,0.01754
0.229418,0.01811
0.231353,0.018783
0.233312,0.019465
0.235237,0.020112
0.237162,0.020641
0.239127,0.020909
0.241057,0.021437
0.243022,0.022189
0.244981,0.022443
0.246896,0.022721
0.248841,0.022767
0.250801,0.023195
0.252696,0.023957
0.254605,0.024442
0.256575,0.024739
0.258465,0.025436
0.260425,0.026574
0.26239,0.027032
0.2643,0.027783
0.266305,0.028145
0.268229,0.028524
0.270144,0.028516
0.272144,0.028655
0.274034,0.029197
0.275979,0.029696
0.277964,0.029929
0.279854,0.030574
0.281829,0.031091
0.283789,0.031403
0.285679,0.03216
0.287653,0.032252
0.289603,0.032652
0.291503,0.033505
0.293468,0.033705
0.295413,0.034142
0.297338,0.035038
0.299303,0.035341
0.301228,0.035784
0.303153,0.036492
0.305123,0.036699
0.307063,0.037224
0.308968,0.037947
0.310913,0.038071
0.312858,0.038544
0.314788,0.039405
0.316743,0.040172
0.318688,0.040544
0.320623,0.041162
0.322578,0.041342
0.324493,0.041814
0.326413,0.042403
0.328358,0.04265
0.330293,0.043286
0.332213,0.044307
0.334148,0.044786
0.336078,0.045367
0.338003,0.046143
0.339953,0.04683
0.341893,0.047406
0.343813,0.048253
0.345738,0.048598
0.347668,0.049111
0.349618,0.049835
0.351588,0.050595
0.353538,0.05131
0.355528,0.051309
0.357463,0.05133
0.359394,0.051161
0.361399,0.051299
0.363369,0.051643
0.365369,0.050451
0.367434,0.049578
0.369394,0.048991
0.371279,0.048734
0.373299,0.048794
0.375229,0.049171
0.377124,0.049619
0.379129,0.049684
0.381049,0.050215
0.382964,0.050869
0.384984,0.051034
0.386924,0.051604
0.38882,0.051688
0.390805,0.051833
0.39275,0.052234
0.394675,0.0531
0.396635,0.05319
0.39855,0.053601
0.400495,0.054357
0.402465,0.054648
0.404386,0.055266
0.406326,0.055654
0.408281,0.055941
0.410201,0.056534
0.412141,0.05717
0.414111,0.057486
0.416052,0.058166
0.418012,0.058428
0.419927,0.058723
0.421862,0.059028
0.423832,0.059329
0.425768,0.059932
0.427743,0.060469
0.429678,0.060759
0.431573,0.0609
0.433553,0.060983
0.435484,0.061511
0.437429,0.062501
0.439429,0.062699
0.441334,0.063036
0.443265,0.062975
0.445255,0.063225
0.44717,0.063844
0.44911,0.064369
0.451095,0.064603
0.453001,0.065296
0.454951,0.065386
0.456906,0.065673
0.458826,0.066333
0.460792,0.066822
0.462762,0.06724
0.464662,0.067709
0.466812,0.067736
0.468758,0.068104
0.470663,0.068905
0.472633,0.069373
0.474569,0.069813
0.476469,0.070695
0.478449,0.070922
0.4804,0.071443
0.482325,0.072159
0.484325,0.072264
0.486255,0.072734
0.488191,0.072691
0.490166,0.07287
0.492086,0.073401
0.494022,0.07379
0.495997,0.074045
0.497917,0.074663
0.499863,0.075034
0.501818,0.075335
0.503734,0.075977
0.505669,0.076469
0.507614,0.076782
0.50956,0.077434
0.511515,0.078286
0.513465,0.078686
0.515406,0.079009
0.517351,0.079267
0.519301,0.079562
0.521242,0.080044
0.523172,0.080438
0.525128,0.08073
0.527048,0.081203
0.528969,0.081806
0.530924,0.082115
0.532869,0.082711
0.534815,0.083608
0.536775,0.083913
0.538716,0.084391
0.540631,0.084534
0.542577,0.084859
0.544532,0.085363
0.546463,0.086147
0.548408,0.086538
0.550353,0.086885
0.552269,0.087553
0.554239,0.08789
0.55619,0.088325
0.558106,0.089002
0.560066,0.089155
0.562021,0.089518
0.563927,0.090285
0.565882,0.090328
0.567843,0.090756
0.569763,0.091567
0.571729,0.091861
0.573679,0.092227
0.57557,0.092826
0.577511,0.09295
0.579491,0.09331
0.581402,0.094131
0.583367,0.094782
0.585337,0.095064
0.587243,0.095655
0.589209,0.095656
0.591154,0.096047
0.593065,0.096766
0.59504,0.097089
0.596991,0.097458
0.598916,0.098139
0.600877,0.098249
0.602798,0.098658
0.604723,0.09938
0.606694,0.099617
0.608619,0.100233
0.610555,0.100915
0.612501,0.101185
0.614431,0.101822
0.616372,0.102406
0.618313,0.102844
0.620243,0.103512
0.622199,0.104036
0.624135,0.104504
0.626055,0.10511
0.628011,0.105399
0.629952,0.105877
0.631902,0.106731
0.633858,0.106929
0.635798,0.107453
0.637675,0.107735
0.639601,0.107942
0.641536,0.108421
0.643433,0.109227
0.645368,0.110611
0.647314,0.111428
0.649245,0.112322
0.651171,0.113378
0.653106,0.113782
0.655047,0.114482
0.657013,0.115238
0.658943,0.11583
0.660904,0.116144
0.662884,0.116347
0.664771,0.116681
0.666726,0.116619
0.668692,0.116902
0.670598,0.117611
0.672563,0.118127
0.674519,0.118515
0.67643,0.119364
0.67842,0.119465
0.680361,0.119868
0.682292,0.120231
0.684272,0.120342
0.686193,0.120786
0.688129,0.121146
0.690104,0.121331
0.692025,0.121949
0.693971,0.122443
0.695942,0.122675
0.697848,0.123262
0.699799,0.123568
0.701764,0.123857
0.703695,0.124544
0.705651,0.124904
0.707557,0.125261
0.709458,0.125974
0.711414,0.126218
0.71335,0.126847
0.715256,0.127926
0.717217,0.128761
0.719158,0.129198
0.721099,0.130096
0.723084,0.130565
0.725059,0.130956
0.727025,0.130785
0.728911,0.130629
0.730842,0.130719
0.732793,0.131044
0.73469,0.131799
0.736626,0.133105
0.738586,0.133485
0.740513,0.134272
0.742453,0.135142
0.74434,0.135486
0.746242,0.136177
0.748178,0.136774
0.750079,0.137569
0.752001,0.138801
0.753956,0.140036
0.755868,0.140855
0.757819,0.142027
0.759779,0.142369
0.761661,0.143159
0.763622,0.143478
0.765568,0.143876
0.767489,0.144643
0.769445,0.145395
0.771371,0.145802
0.773302,0.146645
0.775288,0.147019
0.777419,0.147667
0.779389,0.147859
0.781384,0.148118
0.783365,0.147957
0.785355,0.147462
0.787296,0.147153
0.789321,0.146701
0.79134,0.145925
0.793345,0.145173
0.795345,0.144536
0.797311,0.144121
0.799242,0.143927
0.801193,0.143954
0.803144,0.144217
0.80507,0.144833
0.807026,0.145179
0.809011,0.145494
0.810932,0.145938
0.812849,0.145802
0.814844,0.145974
0.816721,0.14652
0.818618,0.147152
0.820628,0.147363
0.822515,0.148034
0.824417,0.149273
0.826427,0.14956
0.828304,0.150192
0.830221,0.151261
0.832235,0.151483
0.834142,0.152123
0.836117,0.152993
0.838132,0.153187
0.840019,0.153059
0.841995,0.152983
0.843946,0.153271
0.845862,0.153976
0.847853,0.154293
0.849774,0.154702
0.851715,0.155162
0.853705,0.155362
0.855617,0.155896
0.857539,0.155987
0.859519,0.156171
0.861436,0.15679
0.863372,0.15769
0.865348,0.157927
0.867294,0.158564
0.869264,0.159004
0.871245,0.159232
0.873156,0.15909
0.875137,0.15902
0.877102,0.159303
0.879004,0.159696
0.880941,0.159707
0.882916,0.160034
0.884848,0.160837
0.886818,0.161449
0.88876,0.16174
0.890671,0.1621
0.892622,0.16222
0.894573,0.162712
0.8965,0.163499
0.898446,0.164046
0.900387,0.164394
0.902329,0.165072
0.904285,0.165591
0.906255,0.166019
0.908206,0.16644
0.910148,0.166461
0.912108,0.166579
0.914025,0.166959
0.915971,0.167237
0.917932,0.167522
0.919864,0.168267
0.921825,0.168721
0.923766,0.16905
0.925702,0.169542
0.927653,0.169799
0.92958,0.170299
0.931516,0.170778
0.933487,0.171117
0.935419,0.17178
0.937384,0.17218
0.939331,0.17245
0.941243,0.172755
0.943228,0.172827
0.94516,0.173267
0.947057,0.17392
0.949042,0.174095
0.950954,0.174583
0.952866,0.175537
0.954852,0.17584
0.956778,0.17642
0.958715,0.177326
0.9607,0.177471
0.962622,0.178053
0.964534,0.178331
0.966524,0.178556
0.968451,0.179131
0.970388,0.179804
0.972358,0.180012
0.974251,0.180598
0.976187,0.181007
0.978173,0.181296
0.98009,0.181988
0.982036,0.182715
0.984007,0.182939
0.985924,0.183548
0.987856,0.183912
0.989821,0.184208
0.991748,0.184866
0.993704,0.185577
0.99567,0.185835
0.997592,0.186406
0.999519,0.186456
1.001485,0.186746
1.003417,0.187432
1.005358,0.188178
1.007324,0.188489
1.009251,0.18908
1.011202,0.189248
1.013143,0.189593
1.015065,0.190166
1.017022,0.190699
1.018978,0.191096
1.020914,0.191908
1.02288,0.19205
1.024812,0.192456
1.026729,0.192806
1.028695,0.193038
1.030632,0.193564
1.032568,0.194443
1.034525,0.194679
1.036447,0.195215
1.038383,0.195748
1.04034,0.196047
1.042262,0.196664
1.044198,0.19732
1.046159,0.19764
1.048077,0.19836
1.050018,0.198867
1.051974,0.199243
1.053911,0.199991
1.055862,0.200594
1.057828,0.200868
