x,z_corrected
0.0,0.078058
0.001832,0.077265
0.00366,0.076366
0.005478,0.075512
0.007301,0.074731
0.009124,0.073456
0.010934,0.072304
0.012552,0.071524
0.014417,0.070477
0.016235,0.069526
0.018072,0.068363
0.0199,0.067306
0.021727,0.066511
0.023578,0.065497
0.025383,0.064583
0.027229,0.063328
0.029052,0.06227
0.030884,0.061414
0.03273,0.06039
0.034344,0.0595
0.036167,0.058351
0.038013,0.057181
0.039832,0.056313
0.041683,0.055501
0.043506,0.054482
0.045324,0.053584
0.047166,0.052355
0.04898,0.051371
0.050821,0.050447
0.052658,0.049295
0.054472,0.04838
0.056323,0.047496
0.057941,0.046485
0.05976,0.045617
0.061606,0.04456
0.063424,0.04358
0.065261,0.042755
0.067094,0.041661
0.068912,0.040676
0.070744,0.039576
0.072577,0.038509
0.074414,0.03714
0.076246,0.035684
0.078069,0.034491
0.079706,0.033657
0.081575,0.032979
0.083403,0.032372
0.08518,0.031513
0.087031,0.030771
0.088849,0.029651
0.090645,0.028835
0.092514,0.02784
0.094314,0.026858
0.096151,0.025934
0.097992,0.024758
0.099802,0.023875
0.101452,0.023124
0.103271,0.021953
0.105085,0.020523
0.10694,0.019061
0.108754,0.017941
0.110605,0.01701
0.112484,0.016079
0.114307,0.015361
0.116134,0.014534
0.117944,0.013705
0.119776,0.013066
0.121581,0.012349
0.123385,0.011562
0.125022,0.01064
0.126836,0.009586
0.128664,0.008826
0.130506,0.00772
0.132324,0.006737
0.134152,0.00594
0.135989,0.00493
0.137812,0.00402
0.13964,0.003
0.141467,0.002072
0.1433,0.000872
0.145123,-0.000149
0.146755,-0.000847
0.148592,-0.001896
0.150406,-0.003623
0.152243,-0.005376
0.154071,-0.006745
0.155936,-0.007898
0.157791,-0.008773
0.159665,-0.009422
0.161465,-0.010064
0.163279,-0.01086
0.165116,-0.011515
0.166921,-0.012702
0.168735,-0.01362
0.170381,-0.014259
0.172209,-0.01545
0.174023,-0.016479
0.175864,-0.017326
0.177701,-0.018204
0.179506,-0.019322
0.181325,-0.020164
0.183185,-0.020957
0.184989,-0.021983
0.186812,-0.022805
0.188659,-0.023891
0.190468,-0.024909
0.192091,-0.025605
0.193942,-0.026697
0.195747,-0.027713
0.197584,-0.028667
0.199426,-0.029895
0.201226,-0.030842
0.203086,-0.031572
0.204923,-0.032105
0.206714,-0.033118
0.208541,-0.033889
0.210383,-0.035145
0.212188,-0.036706
0.213825,-0.037795
0.215666,-0.038719
0.217527,-0.039445
0.219364,-0.040153
0.221168,-0.040868
0.222996,-0.041515
0.224801,-0.042431
0.226624,-0.043253
0.228452,-0.044332
0.23027,-0.045225
0.232107,-0.046095
0.233926,-0.047291
0.23574,-0.048289
0.237386,-0.04902
0.239228,-0.049889
0.241037,-0.05078
0.24287,-0.051449
0.244684,-0.052264
0.246479,-0.053144
0.24833,-0.054022
0.250135,-0.055038
0.251967,-0.05581
0.253813,-0.056641
0.255613,-0.05747
0.257455,-0.058764
0.259074,-0.059856
0.260897,-0.061085
0.262753,-0.06232
0.264594,-0.063641
0.266436,-0.064794
0.268278,-0.065652
0.270124,-0.066499
0.271938,-0.067646
0.273743,-0.068496
0.275608,-0.069528
0.277422,-0.070557
0.27924,-0.0716
0.281096,-0.072941
0.282696,-0.07389
0.284528,-0.074683
0.286407,-0.075214
0.288179,-0.076234
0.289984,-0.076989
0.291863,-0.077841
0.293626,-0.078849
0.295468,-0.079581
0.297333,-0.080217
0.299091,-0.081223
0.300942,-0.082466
0.302793,-0.08368
0.304374,-0.084503
0.306249,-0.085477
0.30809,-0.08663
0.309881,-0.087477
0.311769,-0.088521
0.313555,-0.089569
0.315369,-0.090326
0.317258,-0.09105
0.319011,-0.091955
0.320867,-0.09266
0.322704,-0.09354
0.324476,-0.094373
0.32615,-0.09549
0.32795,-0.096471
0.329797,-0.097174
0.331643,-0.097624
0.333411,-0.098305
0.335262,-0.09886
0.337048,-0.099856
0.338848,-0.100673
0.340722,-0.101303
0.342485,-0.102311
0.344327,-0.103043
0.346183,-0.103517
0.347936,-0.104407
0.349583,-0.105237
0.35142,-0.106394
0.353187,-0.107236
0.35509,-0.107831
0.356843,-0.108291
0.358615,-0.109134
0.360531,-0.109732
0.36229,-0.11045
0.364076,-0.111264
0.365983,-0.112553
0.36775,-0.113597
0.369592,-0.11436
0.37128,-0.114823
0.373066,-0.115581
0.374899,-0.116221
0.376708,-0.11663
0.37848,-0.11715
0.380317,-0.117821
0.382136,-0.118375
0.383917,-0.119286
0.385764,-0.120394
0.387582,-0.121449
0.389401,-0.122207
0.391262,-0.122768
0.39301,-0.123738
0.394648,-0.124375
0.396513,-0.125456
0.398285,-0.126397
0.40015,-0.127128
0.401987,-0.127987
0.403782,-0.128867
0.405634,-0.129749
0.407448,-0.130868
0.409275,-0.131712
0.411122,-0.132353
0.412936,-0.132897
0.414736,-0.133567
0.416345,-0.134358
0.418178,-0.135481
0.419996,-0.136343
0.421838,-0.137525
0.423652,-0.138409
0.425494,-0.139288
0.427303,-0.140435
0.429113,-0.141444
0.430987,-0.142663
0.432792,-0.143578
0.434648,-0.144222
0.436466,-0.144938
0.438048,-0.145667
0.439913,-0.146284
0.441703,-0.147173
0.443494,-0.147985
0.445373,-0.14893
0.447155,-0.150042
0.448983,-0.150865
0.450857,-0.15146
0.452657,-0.152374
0.454485,-0.153012
0.456294,-0.153411
0.458071,-0.15427
0.459922,-0.155648
0.461541,-0.156719
0.463341,-0.157633
0.465215,-0.158282
0.467048,-0.159364
0.46882,-0.160873
0.470704,-0.162254
0.472513,-0.163307
0.474364,-0.164072
0.476248,-0.165169
0.478048,-0.166084
0.479895,-0.166787
0.481718,-0.167218
0.483285,-0.16737
0.485099,-0.167966
0.486923,-0.16882
0.488718,-0.169708
0.490565,-0.170381
0.492374,-0.170791
0.494127,-0.171183
0.495983,-0.171828
0.497788,-0.172668
0.499579,-0.173483
0.501449,-0.174205
0.503235,-0.175218
0.505062,-0.175947
0.506714,-0.176378
0.50849,-0.177362
0.510323,-0.178093
0.51216,-0.178971
0.513946,-0.179882
0.515802,-0.180527
0.517616,-0.181209
0.519407,-0.182056
0.521263,-0.182641
0.523068,-0.183224
0.524877,-0.183966
0.526705,-0.18462
0.5283,-0.185537
0.530128,-0.186332
0.531965,-0.186935
0.533765,-0.187882
0.535589,-0.188646
0.537426,-0.189345
0.539226,-0.19021
0.541059,-0.19091
0.542877,-0.191848
0.544691,-0.192665
0.546529,-0.193453
0.548333,-0.194347
0.549961,-0.195109
0.551789,-0.195808
0.553608,-0.196632
0.555422,-0.19744
0.55725,-0.198313
0.559064,-0.199367
0.560892,-0.200183
0.562729,-0.200794
0.564538,-0.201436
0.566357,-0.202131
0.568171,-0.203008
0.569985,-0.2039
0.571813,-0.204665
0.573436,-0.205189
0.575241,-0.206046
0.577069,-0.206811
0.578892,-0.207477
0.580702,-0.208281
0.58252,-0.209071
0.584339,-0.210031
0.586167,-0.2108
0.58799,-0.21166
0.589809,-0.212556
0.591637,-0.213255
0.593456,-0.214121
0.59506,-0.214834
0.596898,-0.21559
0.598707,-0.216587
0.600526,-0.217345
0.602368,-0.217925
0.604158,-0.218835
0.605991,-0.219535
0.607819,-0.220513
0.609614,-0.221393
0.611466,-0.222007
0.613275,-0.222734
0.61508,-0.223528
0.616922,-0.22411
0.618512,-0.224881
0.620331,-0.22565
0.622173,-0.226428
0.623964,-0.227452
0.625792,-0.228275
0.627643,-0.229017
0.629452,-0.229882
