x,z_corrected
0.0,0.073225
0.00181,0.072827
0.003605,0.072064
0.005385,0.070731
0.00697,0.069808
0.008815,0.068641
0.010744,0.067557
0.012484,0.066421
0.014423,0.065303
0.016163,0.064524
0.018102,0.063451
0.019853,0.06254
0.021517,0.061901
0.023386,0.060899
0.025142,0.059953
0.027021,0.059256
0.028865,0.058056
0.030626,0.057176
0.032515,0.056549
0.034145,0.055559
0.03592,0.054727
0.037809,0.053622
0.039614,0.052532
0.041429,0.051738
0.043313,0.050768
0.045103,0.049816
0.046738,0.049203
0.048592,0.048172
0.050378,0.04732
0.052242,0.046178
0.054062,0.045084
0.055877,0.044291
0.057756,0.043676
0.059541,0.042621
0.061156,0.041864
0.063025,0.040581
0.06482,0.039593
0.066675,0.038649
0.068529,0.037447
0.07032,0.036528
0.072199,0.035822
0.073834,0.035198
0.075619,0.034313
0.077463,0.033638
0.079288,0.032975
0.081078,0.032056
0.082923,0.031209
0.084758,0.030213
0.086572,0.02927
0.088217,0.028212
0.090027,0.027289
0.091882,0.02653
0.093711,0.025364
0.095506,0.024478
0.097381,0.023755
0.099196,0.022705
0.100801,0.02193
0.102665,0.021272
0.104485,0.020453
0.106295,0.019702
0.10813,0.018551
0.109939,0.017594
0.111784,0.016919
0.113419,0.016056
0.115214,0.015094
0.117064,0.013781
0.118888,0.012716
0.120718,0.011951
0.122593,0.010839
0.124373,0.009922
0.126232,0.00909
0.127877,0.00822
0.129692,0.007264
0.131536,0.006186
0.133361,0.005292
0.135201,0.004488
0.137026,0.003394
0.138846,0.002525
0.14049,0.001758
0.14232,0.000729
0.144135,-3.7e-05
0.14598,-0.001194
0.147795,-0.002185
0.149634,-0.002901
0.151474,-0.003723
0.153079,-0.00454
0.154909,-0.00613
0.156744,-0.007429
0.158563,-0.008387
0.160433,-0.009115
0.162293,-0.009587
0.164078,-0.010368
0.165912,-0.011066
0.167537,-0.011703
0.169337,-0.012801
0.171167,-0.014375
0.173007,-0.015555
0.174842,-0.016424
0.176706,-0.017073
0.178536,-0.017561
0.180111,-0.018309
0.181961,-0.018955
0.183771,-0.019812
0.185566,-0.020633
0.187435,-0.021741
0.18923,-0.022798
0.191055,-0.023562
0.19294,-0.024066
0.1945,-0.024928
0.196325,-0.02566
0.198194,-0.026544
0.19996,-0.027426
0.201824,-0.028105
0.203654,-0.029143
0.205459,-0.029935
0.207119,-0.030419
0.208909,-0.031239
0.210724,-0.03197
0.212578,-0.032889
0.214349,-0.033907
0.216193,-0.034678
0.218063,-0.035659
0.219643,-0.036611
0.221478,-0.037409
0.223352,-0.03794
0.225132,-0.038254
0.226928,-0.038733
0.228767,-0.039272
0.230547,-0.040257
0.232387,-0.040962
0.234027,-0.0418
0.235802,-0.04275
0.237662,-0.043428
0.239497,-0.044204
0.241282,-0.045291
0.243126,-0.046386
0.244986,-0.047627
0.246611,-0.048557
0.248451,-0.049324
0.250306,-0.050267
0.252081,-0.051251
0.253925,-0.051957
0.255785,-0.052839
0.25755,-0.053787
0.259425,-0.054505
0.261055,-0.055495
0.26283,-0.056313
0.264714,-0.057411
0.26651,-0.058364
0.268344,-0.059339
0.270214,-0.060509
0.271969,-0.061355
0.273659,-0.062363
0.275489,-0.063515
0.277264,-0.064365
0.279188,-0.064966
0.280968,-0.065919
0.282748,-0.066674
0.284668,-0.067254
0.286213,-0.068137
0.288028,-0.069119
0.289928,-0.070272
0.291683,-0.071085
0.293597,-0.071654
0.295367,-0.072097
0.297157,-0.072822
0.299042,-0.074011
0.300597,-0.074866
0.302462,-0.075726
0.304332,-0.076857
0.306117,-0.077676
0.308001,-0.07824
0.309777,-0.078713
0.311592,-0.079474
0.313241,-0.080274
0.315021,-0.081224
0.316861,-0.081947
0.318721,-0.08308
0.320496,-0.08393
0.322381,-0.08517
0.324181,-0.08626
0.325791,-0.087427
0.32769,-0.088543
0.32951,-0.089411
0.331375,-0.090029
0.333175,-0.091142
0.33496,-0.091976
0.336855,-0.092601
0.33866,-0.093228
0.340245,-0.093942
0.34211,-0.094501
0.343895,-0.095259
0.345685,-0.096145
0.347559,-0.096766
0.349379,-0.097378
0.351159,-0.098294
0.352804,-0.09893
0.354644,-0.099728
0.356414,-0.100642
0.358274,-0.10129
0.360114,-0.101695
0.361859,-0.102408
0.363704,-0.103083
0.365554,-0.103729
0.367119,-0.104525
0.368964,-0.10517
0.370804,-0.105901
0.372584,-0.106687
0.374454,-0.107291
0.376244,-0.108348
0.378059,-0.10911
0.379723,-0.109628
0.381518,-0.110616
0.383338,-0.111358
0.385193,-0.111856
0.386968,-0.112728
0.388808,-0.113372
0.390638,-0.114288
0.392238,-0.115019
0.394088,-0.115733
0.395903,-0.116825
0.397713,-0.117618
0.399573,-0.118302
0.401373,-0.119326
0.403198,-0.120115
0.405048,-0.12087
0.406658,-0.121735
0.408482,-0.122969
0.410317,-0.124238
0.412127,-0.125194
0.413992,-0.125874
0.415842,-0.126908
0.417607,-0.127822
0.419262,-0.12846
0.421122,-0.129064
0.422897,-0.129979
0.424752,-0.130626
0.426577,-0.131062
0.428357,-0.131946
0.430207,-0.132561
0.432022,-0.133464
0.433612,-0.134326
0.435462,-0.135032
0.437302,-0.13579
0.439092,-0.136676
0.440947,-0.137937
0.442766,-0.13893
0.444601,-0.139634
0.446256,-0.140429
0.448021,-0.141277
0.449896,-0.141868
0.451691,-0.142212
0.453431,-0.142804
0.455326,-0.143485
0.457111,-0.144541
0.458721,-0.145231
0.460606,-0.145911
0.462371,-0.146858
0.464216,-0.147534
0.466066,-0.148533
0.467841,-0.149383
0.469726,-0.150052
0.471521,-0.151109
0.473126,-0.151799
0.475006,-0.152779
0.476791,-0.154436
0.478621,-0.15582
0.480496,-0.156924
0.482341,-0.157723
0.484226,-0.158257
0.485801,-0.158784
0.487606,-0.159544
0.489471,-0.160044
0.491241,-0.160624
0.493081,-0.161268
0.494901,-0.162221
0.496706,-0.16295
0.498356,-0.16338
0.500121,-0.163911
0.501936,-0.164629
0.50379,-0.165451
0.505581,-0.166473
0.507415,-0.167208
0.50927,-0.168383
0.511065,-0.169336
0.512715,-0.169993
0.514565,-0.170491
0.516355,-0.171276
0.518165,-0.17209
0.520015,-0.173114
0.52182,-0.174069
0.523655,-0.174742
0.5253,-0.175363
0.52707,-0.176277
0.528925,-0.176924
0.530755,-0.178112
0.53253,-0.179027
0.534415,-0.17968
0.536245,-0.180296
0.538035,-0.181053
0.539685,-0.181509
0.541475,-0.181899
0.543275,-0.182638
0.54512,-0.183576
0.5469,-0.184561
0.548755,-0.185311
0.550605,-0.185809
0.5522,-0.186635
0.554025,-0.187451
0.55586,-0.188105
0.55768,-0.188596
0.559475,-0.188925
0.56127,-0.189245
0.56308,-0.189921
0.564695,-0.190423
0.566505,-0.190957
0.56831,-0.191395
0.570125,-0.192206
0.571945,-0.192985
0.573765,-0.193813
0.57559,-0.194532
0.577415,-0.195456
0.579025,-0.196161
0.580865,-0.196775
0.582675,-0.197858
0.58448,-0.198808
0.58634,-0.200092
0.588135,-0.201115
0.58998,-0.201852
0.591655,-0.202524
0.593395,-0.203466
0.595255,-0.204144
0.597116,-0.204819
0.59884,-0.205758
0.600721,-0.206441
0.602581,-0.206891
0.604306,-0.207765
0.605976,-0.208384
0.607836,-0.208831
0.609571,-0.209043
0.611406,-0.209667
0.613241,-0.210074
0.614986,-0.210386
0.616836,-0.211032
0.618456,-0.211391
0.620226,-0.212072
0.622071,-0.212829
0.623896,-0.213923
0.625696,-0.214714
0.627566,-0.215315
0.629346,-0.216335
0.630946,-0.216996
0.632836,-0.217501
0.634606,-0.218179
0.636421,-0.218879
0.638276,-0.220013
0.640046,-0.220895
