x,z_corrected
0.0,-0.038442
0.001899,-0.038445
0.003763,-0.038168
0.005407,-0.03762
0.007195,-0.036738
0.008958,-0.035583
0.010822,-0.034202
0.013306,-0.032413
0.014868,-0.032819
0.01693,-0.033126
0.018743,-0.032949
0.020804,-0.032412
0.022542,-0.032039
0.024718,-0.031821
0.026397,-0.031464
0.028196,-0.03052
0.030276,-0.030008
0.032271,-0.029534
0.034034,-0.028408
0.0361,-0.028261
0.03788,-0.027968
0.039683,-0.027089
0.041719,-0.026832
0.043709,-0.026488
0.045538,-0.025555
0.047332,-0.025396
0.049297,-0.025098
0.051161,-0.024303
0.053176,-0.023391
0.055116,-0.02303
0.057,-0.022352
0.05881,-0.022343
0.060755,-0.021976
0.062624,-0.021299
0.064644,-0.021272
0.066564,-0.020813
0.068273,-0.019969
0.070279,-0.019937
0.072208,-0.01944
0.074108,-0.018929
0.076092,-0.018851
0.077827,-0.018426
0.079742,-0.017503
0.081732,-0.017241
0.083651,-0.016695
0.085556,-0.016299
0.087536,-0.016153
0.08927,-0.015683
0.091175,-0.014709
0.09314,-0.014532
0.095069,-0.014029
0.096989,-0.013069
0.098769,-0.012825
0.100709,-0.012378
0.102623,-0.011678
0.104588,-0.011552
0.106543,-0.011062
0.108457,-0.010287
0.110202,-0.010276
0.112147,-0.010018
0.114072,-0.009311
0.116022,-0.00858
0.117951,-0.008205
0.119676,-0.007597
0.121611,-0.007234
0.123551,-0.006735
0.125465,-0.005982
0.127425,-0.005219
0.129365,-0.004736
0.13109,-0.004147
0.13306,-0.00389
0.134999,-0.003519
0.136939,-0.002813
0.138909,-0.00273
0.140644,-0.002317
0.142559,-0.002061
0.144524,-0.001859
0.146438,-0.001314
0.148323,-0.000541
0.150323,-0.000403
0.152018,3.5e-05
0.153928,0.001052
0.155933,0.001401
0.157827,0.001961
0.159827,0.002806
0.161617,0.002994
0.163467,0.002932
0.165452,0.002895
0.167437,0.003186
0.169292,0.003984
0.171277,0.004159
0.173057,0.004428
0.174931,0.005219
0.176916,0.005578
0.178896,0.005871
0.180756,0.0066
0.182541,0.006549
0.184516,0.006857
0.186381,0.007642
0.188351,0.007992
0.190336,0.008284
0.192031,0.008964
0.193991,0.009439
0.195966,0.009707
0.197851,0.010437
0.199781,0.0107
0.201781,0.010975
0.20348,0.011645
0.20539,0.012309
0.20739,0.012464
0.209305,0.013095
0.211215,0.013885
0.213,0.013973
0.214945,0.014464
0.21686,0.015431
0.21881,0.015521
0.22075,0.015956
0.222655,0.016749
0.2244,0.01724
0.22634,0.01761
0.228245,0.018308
0.230215,0.019254
0.232146,0.019629
0.233851,0.020367
0.235806,0.020598
0.237751,0.021043
0.239636,0.021889
0.241591,0.022624
0.243546,0.02296
0.245291,0.02365
0.247281,0.024497
0.249251,0.024739
0.251166,0.024483
0.253121,0.024456
0.254921,0.024666
0.256881,0.0251
0.258881,0.024161
0.260926,0.023162
0.262931,0.02246
0.264821,0.02207
0.266596,0.02199
0.268586,0.022209
0.270467,0.022742
0.272422,0.022679
0.274417,0.022955
0.276117,0.023634
0.278067,0.023853
0.280092,0.024084
0.281992,0.024517
0.283897,0.024326
0.285907,0.024462
0.287647,0.02493
0.289553,0.025715
0.291528,0.025796
0.293468,0.026243
0.295383,0.027166
0.297148,0.027319
0.299103,0.027685
0.301014,0.02851
0.302964,0.028683
0.304919,0.028992
0.306639,0.029604
0.308599,0.030022
0.310594,0.03031
0.3125,0.030794
0.31441,0.030687
0.316405,0.030878
0.318135,0.031349
0.320075,0.032243
0.322075,0.032381
0.323966,0.032827
0.325891,0.032715
0.327686,0.032888
0.329586,0.033499
0.331551,0.034317
0.333551,0.034512
0.335437,0.034912
0.337397,0.034809
0.339182,0.035004
0.341068,0.035621
0.343043,0.036026
0.345033,0.036285
0.346923,0.036837
0.348678,0.036797
0.350629,0.037055
0.352534,0.037719
0.354519,0.038501
0.356504,0.038859
0.35839,0.039057
0.360145,0.039017
0.362115,0.039267
