sample,true_label,cluster,pc1,pc2,pred_prob_1
1,0,0,7.282478,-14.836926,0.0
2,0,1,-2.395539,-0.279415,0.238305
3,0,1,-2.386499,-0.279025,0.239047
4,0,1,-2.377459,-0.278634,0.239791
5,0,1,-2.368419,-0.278244,0.240536
6,0,1,-2.376868,-0.783113,0.00109
7,0,1,-2.367828,-0.782723,0.001094
8,0,1,-2.358788,-0.782332,0.001099
9,0,1,-2.349748,-0.781942,0.001103
10,0,1,-2.340708,-0.781552,0.001108
11,0,1,-2.679023,0.404518,0.230947
12,0,1,-2.669983,0.404909,0.231673
13,0,1,-2.660943,0.405299,0.232401
14,0,1,-2.651903,0.405689,0.233131
15,0,1,-2.642863,0.40608,0.233862
16,0,1,-2.633823,0.40647,0.234595
17,0,1,-1.578932,-1.114821,0.114806
18,0,1,-1.569892,-1.114431,0.115222
19,0,1,-1.560852,-1.114041,0.115639
20,0,1,-1.551812,-1.11365,0.116057
21,0,1,-1.907331,-0.957306,0.001997
22,0,1,-1.898291,-0.956915,0.002005
23,0,1,-1.889251,-0.956525,0.002013
24,0,1,-1.880211,-0.956134,0.002021
25,0,1,-1.9576,-0.585913,0.009228
26,0,1,-1.94856,-0.585522,0.009265
27,0,1,-1.93952,-0.585132,0.009303
28,0,1,-1.93048,-0.584742,0.00934
29,1,1,-2.374636,0.69672,0.599826
30,1,1,-2.365596,0.69711,0.600807
31,1,1,-2.356556,0.6975,0.601786
32,1,1,-2.347516,0.697891,0.602765
33,1,1,-2.338476,0.698281,0.603742
34,0,1,-1.143273,-1.355947,0.029177
35,0,1,-1.134233,-1.355557,0.029293
36,0,1,-1.125193,-1.355167,0.02941
37,0,1,-1.116153,-1.354776,0.029526
38,0,1,-0.932616,-1.800403,0.002371
39,0,1,-0.923576,-1.800012,0.00238
40,0,1,-0.80377,-1.95752,0.002435
41,0,1,-0.905496,-1.799231,0.0024
42,0,1,-0.74658,-1.932325,0.00245
43,0,1,-0.73754,-1.931935,0.00246
44,0,1,-0.7285,-1.931545,0.00247
45,0,1,-0.71946,-1.931154,0.00248
46,0,1,-0.71042,-1.930764,0.00249
47,0,1,-0.70138,-1.930373,0.0025
48,0,1,-0.69234,-1.929983,0.00251
49,1,1,-1.522962,0.512744,0.990834
50,1,1,-1.513922,0.513134,0.990871
51,1,1,-1.504882,0.513525,0.990908
52,1,1,-1.495842,0.513915,0.990945
53,0,1,-1.590435,-0.145588,0.02754
54,0,1,-1.581395,-0.145198,0.02765
55,0,1,-1.572355,-0.144807,0.02776
56,0,1,-1.563315,-0.144417,0.02787
57,1,1,-1.111496,-0.251153,0.653914
58,1,1,-1.102456,-0.250763,0.654838
59,1,1,-1.093416,-0.250373,0.655761
60,1,1,-1.084376,-0.249982,0.656683
61,1,1,-1.142067,-0.129787,0.529505
62,1,1,-1.133028,-0.129396,0.530523
63,1,1,-1.123988,-0.129006,0.53154
64,1,1,-1.114948,-0.128615,0.532557
65,0,1,-1.229238,-0.538093,0.002299
66,0,1,-1.220198,-0.537702,0.002309
67,0,1,-1.211158,-0.537312,0.002318
68,0,1,-1.202118,-0.536922,0.002327
69,0,1,-1.193362,-0.012066,0.124969
70,0,1,-1.184322,-0.011675,0.125416
71,0,1,-1.175282,-0.011285,0.125865
72,0,1,-1.166242,-0.010894,0.126315
73,1,1,-1.927924,1.556742,0.823083
74,1,1,-1.918884,1.557132,0.823677
75,0,1,-1.252888,-0.020139,0.006389
76,0,1,-1.243848,-0.019748,0.006415
77,0,1,-1.234808,-0.019358,0.006441
78,0,1,-1.225768,-0.018967,0.006467
79,0,1,-0.552418,-0.4415,0.308007
80,0,1,-0.543378,-0.44111,0.308878
81,0,1,-0.534338,-0.440719,0.309751
82,0,1,-0.525298,-0.440329,0.310625
83,0,1,-0.462375,-0.603044,0.088086
84,0,1,-0.453335,-0.602654,0.088415
85,0,1,-0.592246,-0.699599,0.002557
86,0,1,-0.583206,-0.699209,0.002568
87,0,1,-0.574166,-0.698818,0.002578
88,0,1,-0.565126,-0.698428,0.002589
89,0,1,-0.228998,-0.584759,0.219228
90,0,1,-0.104267,-0.804774,0.146579
91,0,1,-0.100152,-0.741877,0.223817
92,0,1,-0.091112,-0.741486,0.224528
93,0,1,-0.481101,-0.147596,0.138813
94,0,1,-0.472061,-0.147206,0.139302
95,0,1,-0.463021,-0.146816,0.139793
96,0,1,-0.453981,-0.146425,0.140285
97,0,1,-0.444941,-0.146035,0.140778
98,0,1,-0.546667,0.012254,0.13905
99,0,1,-0.7102,0.227841,0.052846
100,0,1,-0.70116,0.228231,0.053051
101,0,1,-0.69212,0.228622,0.053257
102,0,1,-0.68308,0.229012,0.053463
103,1,1,-0.12542,0.026884,0.863761
104,1,1,-0.11638,0.027275,0.864241
105,1,1,-0.10734,0.027665,0.864719
106,1,1,-0.0983,0.028056,0.865196
107,0,1,-0.126445,-0.226788,0.147353
108,0,1,-0.117405,-0.226397,0.147867
109,0,1,-0.108366,-0.226007,0.148383
110,0,1,-0.099326,-0.225616,0.1489
111,0,1,-0.090286,-0.225226,0.149418
112,0,1,-0.081246,-0.224836,0.149938
113,0,1,-0.072206,-0.224445,0.150459
114,0,1,0.101483,-0.545059,0.037234
115,0,1,0.110523,-0.544668,0.03738
116,0,1,0.119563,-0.544278,0.037528
117,0,1,0.128603,-0.543887,0.037676
118,0,1,0.137643,-0.543497,0.037824
119,0,1,0.146683,-0.543107,0.037973
120,0,1,-0.041472,-0.014987,0.151251
121,0,1,-0.032432,-0.014597,0.151776
122,0,1,-0.023392,-0.014206,0.152303
123,0,1,-0.014352,-0.013816,0.152831
124,0,1,0.17411,-0.521949,0.008357
125,0,1,0.18315,-0.521558,0.008391
126,0,1,0.19219,-0.521168,0.008425
127,0,1,0.20123,-0.520777,0.008459
128,0,1,0.21027,-0.520387,0.008493
129,0,1,0.21931,-0.519997,0.008528
130,0,1,0.22835,-0.519606,0.008562
131,0,1,0.150961,-0.149385,0.038199
132,0,1,0.160001,-0.148994,0.03835
133,0,1,0.169041,-0.148604,0.0385
134,0,1,0.178081,-0.148213,0.038652
135,1,0,0.302527,0.156238,0.599914
136,1,0,0.311567,0.156629,0.600894
137,1,0,0.320607,0.157019,0.601874
138,1,0,0.329647,0.157409,0.602852
139,1,0,0.232561,0.777657,0.982002
140,1,0,0.241601,0.778047,0.982074
141,1,0,0.250641,0.778438,0.982146
142,1,0,0.259681,0.778828,0.982217
143,1,0,0.268721,0.779219,0.982288
144,1,0,0.900246,-0.360507,0.736083
145,1,0,0.909286,-0.360116,0.736876
146,1,0,0.80756,-0.201828,0.734083
147,1,0,0.8166,-0.201437,0.734879
148,1,0,0.628445,0.326682,0.926004
149,1,0,0.637485,0.327073,0.926283
150,1,0,0.535759,0.485361,0.925297
151,1,0,0.544799,0.485752,0.925579
152,1,0,0.5831,0.635569,0.972101
153,1,0,0.59214,0.635959,0.972212
154,1,0,0.60118,0.63635,0.972322
155,1,0,0.61022,0.63674,0.972431
156,1,0,0.61926,0.63713,0.972541
157,1,0,0.103732,1.576438,0.989069
158,1,0,0.112772,1.576828,0.989113
159,1,0,0.121812,1.577219,0.989157
160,1,0,0.130852,1.577609,0.989201
161,0,0,0.816545,-0.249688,0.015875
162,0,0,0.825585,-0.249297,0.015939
163,0,0,0.834625,-0.248907,0.016003
164,0,0,0.843665,-0.248516,0.016068
165,1,0,0.369962,1.407984,0.982678
166,1,0,0.379002,1.408374,0.982747
167,1,0,0.388042,1.408765,0.982816
168,1,0,0.397082,1.409155,0.982885
169,1,0,1.240291,0.078647,0.893362
170,1,0,1.249331,0.079037,0.893751
171,1,0,1.258371,0.079427,0.894138
172,1,0,1.267411,0.079818,0.894524
173,0,0,0.793739,0.48782,0.215247
174,0,0,0.802779,0.488211,0.215938
175,0,0,0.811819,0.488601,0.21663
176,0,0,0.815935,0.551498,0.317067
177,1,0,0.620394,1.173377,0.819228
178,1,0,0.629434,1.173768,0.819832
179,1,0,0.638474,1.174158,0.820435
180,1,0,0.647514,1.174549,0.821036
181,1,0,0.656554,1.174939,0.821636
182,1,0,0.665594,1.175329,0.822234
183,1,0,0.674633,1.17572,0.82283
184,1,0,0.683673,1.17611,0.823425
185,1,0,1.0395,1.039753,0.984743
186,1,0,1.04854,1.040143,0.984805
187,1,0,1.05758,1.040533,0.984866
188,1,0,1.066619,1.040924,0.984926
189,1,0,1.075659,1.041314,0.984987
190,1,0,1.143507,0.816092,0.89375
