x,observed_y,predicted_y,residual
0.0,1.0,1.0,-0.0
46.595892,-1.770861,-1.770439,-0.000421
46.596391,-1.770756,-1.770457,-0.000299
46.597391,-1.770642,-1.770493,-0.000149
46.59789,-1.770532,-1.770511,-2e-05
46.59889,-1.770418,-1.770548,0.000129
46.599388,-1.770308,-1.770566,0.000258
46.599888,-1.770194,-1.770584,0.000389
46.600887,-1.770072,-1.77062,0.000548
46.601387,-1.769941,-1.770638,0.000697
46.602385,-1.7698,-1.770674,0.000874
46.602885,-1.76965,-1.770692,0.001042
46.603885,-1.769522,-1.770728,0.001206
46.604884,-1.7694,-1.770764,0.001364
46.605884,-1.769268,-1.7708,0.001532
46.606883,-1.769128,-1.770836,0.001708
46.607383,-1.768978,-1.770854,0.001876
46.608383,-1.76885,-1.77089,0.002041
46.609381,-1.768739,-1.770926,0.002187
46.610381,-1.768625,-1.770962,0.002337
46.610881,-1.768777,-1.77098,0.002203
46.611381,-1.769002,-1.770998,0.001997
46.612383,-1.769226,-1.771035,0.001809
46.612883,-1.76945,-1.771053,0.001603
46.613383,-1.769669,-1.771071,0.001401
46.613883,-1.769878,-1.771089,0.001211
46.614884,-1.770076,-1.771125,0.001048
46.615384,-1.770265,-1.771143,0.000878
46.615884,-1.770443,-1.771161,0.000718
46.616384,-1.770612,-1.771179,0.000567
46.616885,-1.770771,-1.771197,0.000426
46.617885,-1.770921,-1.771233,0.000312
46.618385,-1.771061,-1.771251,0.00019
46.618887,-1.771192,-1.771269,7.7e-05
46.619388,-1.771315,-1.771287,-2.8e-05
46.61989,-1.771428,-1.771305,-0.000123
46.62039,-1.771533,-1.771323,-0.00021
46.620891,-1.771629,-1.771341,-0.000288
46.621392,-1.771716,-1.77136,-0.000357
46.621894,-1.771795,-1.771378,-0.000418
46.622395,-1.771866,-1.771396,-0.00047
46.622897,-1.771928,-1.771414,-0.000514
46.623398,-1.771981,-1.771432,-0.000549
46.623899,-1.772026,-1.77145,-0.000576
46.624401,-1.772063,-1.771468,-0.000595
46.624902,-1.772092,-1.771486,-0.000606
46.625403,-1.772211,-1.771504,-0.000707
46.625905,-1.772325,-1.771522,-0.000802
46.626406,-1.772429,-1.77154,-0.000889
46.626906,-1.772525,-1.771558,-0.000967
46.627406,-1.772613,-1.771576,-0.001036
46.627905,-1.772692,-1.771594,-0.001097
46.628401,-1.772762,-1.771612,-0.00115
46.628897,-1.772824,-1.77163,-0.001194
46.62939,-1.772878,-1.771648,-0.00123
46.629884,-1.772923,-1.771666,-0.001257
46.63038,-1.77296,-1.771684,-0.001276
46.630881,-1.772989,-1.771702,-0.001287
46.631388,-1.773009,-1.77172,-0.001289
46.631902,-1.773048,-1.771739,-0.001309
46.632412,-1.773102,-1.771757,-0.001345
46.632909,-1.773147,-1.771775,-0.001372
46.633394,-1.773184,-1.771792,-0.001392
46.633877,-1.773213,-1.77181,-0.001403
46.634383,-1.773233,-1.771828,-0.001405
46.634902,-1.773245,-1.771847,-0.001399
