x,observed_y,predicted_y,residual
2.5,10.0,2.653967,7.346033
33.0,71.0,48.712736,22.287264
32.0,69.0,47.251602,21.748398
33.0,64.0,48.712736,15.287264
35.0,63.0,51.625037,11.374963
30.0,69.0,44.319372,24.680628
33.0,76.0,48.712736,27.287264
37.0,79.0,54.524054,24.475946
44.0,82.0,64.565987,17.434013
48.0,102.0,70.231165,31.768835
40.0,92.0,58.847668,33.152332
56.0,112.0,81.402092,30.597908
51.0,89.0,74.445173,14.554827
50.0,85.0,73.043825,11.956175
55.0,85.0,80.017351,4.982649
50.0,81.0,73.043825,7.956175
46.0,71.0,67.405219,3.594781
43.0,59.0,63.14139,-4.14139
32.0,51.0,47.251602,3.748398
30.0,47.0,44.319372,2.680628
36.0,50.0,53.076206,-3.076206
39.0,54.0,57.409785,-3.409785
44.0,45.0,64.565987,-19.565987
35.0,29.0,51.625037,-22.625037
27.0,31.0,39.896116,-8.896116
23.0,42.0,33.951943,8.048057
21.0,29.0,30.959927,-1.959927
22.0,35.0,32.457596,2.542404
22.0,36.0,32.457596,3.542404
20.0,36.0,29.458938,6.541062
20.0,41.0,29.458938,11.541062
18.0,28.0,26.446994,1.553006
23.0,29.0,33.951943,-4.951943
27.0,37.0,39.896116,-2.896116
20.0,34.0,29.458938,4.541062
17.0,24.0,24.93604,-0.93604
12.0,17.0,17.33145,-0.33145
13.0,17.0,18.859011,-1.859011
16.0,17.0,23.421765,-6.421765
16.0,17.0,23.421765,-6.421765
18.0,25.0,26.446994,-1.446994
23.0,24.0,33.951943,-9.951943
24.0,22.0,35.442968,-13.442968
20.0,29.0,29.458938,-0.458938
26.0,22.0,38.415055,-16.415055
16.0,24.0,23.421765,0.578235
14.0,21.0,20.38325,0.61675
15.0,29.0,21.904168,7.095832
21.0,25.0,30.959927,-5.959927
22.0,31.0,32.457596,-1.457596
23.0,29.0,33.951943,-4.951943
16.0,32.0,23.421765,8.578235
19.0,21.0,27.954626,-6.954626
23.0,28.0,33.951943,-5.951943
26.0,35.0,38.415055,-3.415055
28.0,44.0,41.373856,2.626144
30.0,39.0,44.319372,-5.319372
29.0,40.0,42.848275,-2.848275
31.0,35.0,45.787148,-10.787148
42.0,36.0,61.71347,-25.71347
26.0,37.0,38.415055,-1.415055
26.0,41.0,38.415055,2.584945
18.0,28.0,26.446994,1.553006
11.0,17.0,15.800567,1.199433
8.0,22.0,11.187992,10.812008
19.0,25.0,27.954626,-2.954626
15.0,26.0,21.904168,4.095832
8.0,27.0,11.187992,15.812008
17.0,38.0,24.93604,13.06396
17.0,38.0,24.93604,13.06396
15.0,40.0,21.904168,18.095832
13.0,40.0,18.859011,21.140989
16.0,46.0,23.421765,22.578235
15.0,52.0,21.904168,30.095832
21.0,47.0,30.959927,16.040073
16.0,47.0,23.421765,23.578235
28.0,46.0,41.373856,4.626144
20.0,59.0,29.458938,29.541062
30.0,55.0,44.319372,10.680628
20.0,47.0,29.458938,17.541062
