x,observed_y,predicted_y,residual
0.0,1.168144,1.152998,0.015146
0.285714,1.21974,1.35375,-0.13401
0.571429,1.751724,1.551656,0.200068
0.857143,1.652735,1.746717,-0.093982
1.142857,1.832941,1.938932,-0.105991
1.428571,2.227721,2.1283,0.099421
1.714286,2.257898,2.314823,-0.056925
2.0,2.570809,2.4985,0.07231
2.285714,2.670765,2.679331,-0.008565
2.571429,2.869143,2.857316,0.011827
2.857143,3.098525,3.032455,0.06607
3.142857,3.170024,3.204748,-0.034724
3.428571,3.353053,3.374195,-0.021143
3.714286,3.597004,3.540797,0.056207
4.0,3.687437,3.704552,-0.017115
4.285714,3.907808,3.865462,0.042346
4.571429,3.965297,4.023526,-0.058229
4.857143,4.21622,4.178743,0.037477
5.142857,4.322181,4.331115,-0.008935
5.428571,4.3651,4.480641,-0.115541
5.714286,4.620442,4.627321,-0.006879
6.0,4.868961,4.771155,0.097805
6.285714,4.913567,4.912144,0.001423
6.571429,5.039822,5.050286,-0.010464
6.857143,5.160059,5.185582,-0.025524
7.142857,5.371767,5.318033,0.053735
7.428571,5.424673,5.447637,-0.022964
7.714286,5.509811,5.574396,-0.064585
8.0,5.70534,5.698309,0.007032
8.285714,5.735498,5.819375,-0.083877
8.571429,5.869599,5.937596,-0.067997
8.857143,6.236108,6.052971,0.183136
9.142857,6.053346,6.1655,-0.112155
9.428571,6.431102,6.275184,0.155918
9.714286,6.436438,6.382021,0.054417
10.0,6.381277,6.486012,-0.104735
