x,observed_y,predicted_y,residual
1.0,180.0,32.183951,147.816049
1.0,2.0,32.183951,-30.183951
2.0,3.0,24.089017,-21.089017
3.0,5.0,16.002103,-11.002103
4.0,1.0,7.923209,-6.923209
1.0,4.0,32.183951,-28.183951
1.0,2.0,32.183951,-30.183951
2017.0,2.0,2.00021,-0.00021
2.0,1.0,24.089017,-23.089017
1.1,180.0,31.374097,148.625903
1.0,1.0,32.183951,-31.183951
2.0,2.0,24.089017,-22.089017
6.0,6.0,-8.21052,14.21052
3.0,1.0,16.002103,-15.002103
2.1,1.0,23.279965,-22.279965
1.0,1.0,32.183951,-31.183951
2.0,2.0,24.089017,-22.089017
6.0,6.0,-8.21052,14.21052
5.0,1.0,-0.147666,1.147666
3.1,1.0,15.193853,-14.193853
2.0,2.0,24.089017,-22.089017
4.2,1.0,6.308392,-5.308392
3.0,3.0,16.002103,-13.002103
4.0,4.0,7.923209,-3.923209
5.2,4.0,-1.760878,5.760878
5.3,2.0,-2.567364,4.567364
5.4,3.0,-3.37377,6.37377
6.0,6.0,-8.21052,14.21052
4.0,4.0,7.923209,-3.923209
