point_id,x,y,distance_to_fit_center
1,4.524017,-0.071945,3.764127
2,4.489441,0.430623,3.767822
3,4.415379,0.840546,3.775928
4,4.249082,1.323332,3.770503
5,3.959821,1.725814,3.687075
6,3.736076,1.985942,3.637782
7,3.359342,2.597666,3.750569
8,3.11296,2.882821,3.803938
9,2.688459,3.074545,3.719593
10,2.161197,3.326082,3.707182
11,1.711014,3.574037,3.801033
12,1.256917,3.586485,3.725879
13,0.815789,3.637774,3.744303
14,0.300007,3.622933,3.757317
15,-0.172484,3.505378,3.729945
16,-0.602412,3.273234,3.643664
17,-1.139979,3.155031,3.774276
18,-1.517046,2.873371,3.749997
19,-1.922327,2.479087,3.725371
20,-2.206065,2.113449,3.704628
21,-2.465341,1.708386,3.700747
22,-2.710574,1.341683,3.760494
23,-2.816498,0.92888,3.723288
24,-2.973296,0.342321,3.760177
25,-3.059825,-0.088701,3.81991
26,-2.903353,-0.532163,3.68809
27,-2.859001,-1.212544,3.7844
28,-2.673985,-1.559547,3.728945
29,-2.469773,-2.055416,3.772466
30,-2.122263,-2.407681,3.688483
31,-1.951818,-2.666763,3.729762
32,-1.36387,-3.123844,3.690218
33,-0.987312,-3.377156,3.7085
34,-0.602033,-3.628346,3.776423
35,-0.27898,-3.693098,3.734437
36,0.205738,-3.77158,3.707142
37,0.724534,-3.882166,3.776218
38,1.219712,-3.834904,3.757016
39,1.712793,-3.716809,3.73428
40,2.157686,-3.67529,3.833068
41,2.556909,-3.225006,3.599473
42,2.908599,-3.108707,3.692133
43,3.457304,-2.775823,3.795069
44,3.759319,-2.408324,3.78098
45,3.957986,-1.930046,3.681515
46,4.152042,-1.575663,3.696649
47,4.437929,-1.102222,3.810389
48,4.401732,-0.583396,3.67283
